;mes_sin;mes_cos;dia_mes_sin;dia_mes_cos;dia_semana_sin;dia_semana_cos;range_dia_anterior;posicao_range_d1;distancia_mm20;mov_direcional_c1;pavio_superior_c1;pavio_inferior_c1;range_c1;tamanho_medio_ordem_c1;pavio_superior_dolar_c1;pavio_inferior_dolar_c1;range_dolar_c1;volume_real_norm_dolar_c1;tamanho_medio_ordem_dolar_c1;correlacao_movel_WIN_WDO_c1;ratio_vol_WIN_WDO_c1;mag_decisao
2025-01-27;0.49999999999999994;0.8660254037844387;-0.72479278722912;0.6889669190756865;0.0;1.0;0.006282934738548845;-0.567741935483871;0.00373889662555863;1;0.0006538618716796077;0.0013077237433592153;0.006293420514916224;2.9796309439318667;0.0019326107049827746;0.001428451390639442;0.005209646248214436;1.8718627333390963;2.8630721889309325;0.5592475431975328;2.878648407274273;1360.0
2025-01-28;0.49999999999999994;0.8660254037844387;-0.5712682150947924;0.8207634412072763;0.7818314824680298;0.6234898018587336;0.028320392317123008;0.8831168831168831;0.02632597833858105;1;0.002435129740518962;0.0011976047904191617;0.004031936127744511;2.988489304965651;0.0014366601876109185;0.0020282261472154145;0.004225471140032113;1.610082959063607;2.741675279860439;-0.002190517286053883;3.6504408186061355;410.0
2025-01-29;0.49999999999999994;0.8660254037844387;-0.3943558551133187;0.9189578116202306;0.9749279121818236;-0.22252093395631434;0.008942115768463073;0.33482142857142855;0.02179476950082551;1;0.00016017940092904052;0.0005606279032516418;0.005966682684606759;2.849618797142456;0.0019604500511421754;0.0002557108762359359;0.005284691442209342;1.6739234738694047;2.984984220706505;-0.474602722204267;2.923355444525917;1130.0
2025-01-30;0.49999999999999994;0.8660254037844387;-0.20129852008866114;0.9795299412524943;0.43388373911755823;-0.900968867902419;0.014296011532916868;0.39215686274509803;0.017469489200883797;1;0.0018883085576536763;0.0016472478907191643;0.005383688228204098;3.0074296591434386;0.0068212824010914054;8.526603001364257e-05;0.016030013642564803;2.550103392626786;2.802640048078462;0.4525108741115001;2.732403105103017;680.0
2025-01-31;0.49999999999999994;0.8660254037844387;-2.4492935982947064e-16;1.0;-0.433883739117558;-0.9009688679024191;0.02808356769787063;0.876967095851216;0.038269415050869574;1;0.0018066137773937632;0.000589113188280575;0.0032597596418191817;2.843574194118587;0.000847457627118644;0.0013559322033898306;0.0041525423728813555;1.5576146870563654;2.652155162630229;0.1420736674877959;3.5796069185081216;355.0
2025-02-03;0.8660254037844386;0.5000000000000001;0.6234898018587335;0.7818314824680298;0.0;1.0;0.011860812190715575;-0.5231788079470199;0.022239388518458286;1;0.00031818001034085035;0.0019886250646303145;0.0056874676848427;2.72246149586146;0.0036459216550788535;0.0016957775139901645;0.006783110055960658;1.3324692500819257;2.787138751015559;-0.2459830299576739;3.5644249023234167;40.0
2025-02-04;0.8660254037844386;0.5000000000000001;0.7818314824680298;0.6234898018587336;0.7818314824680298;0.6234898018587336;0.011414707870978006;0.7212543554006968;0.026394151581782925;-1;0.0002766798418972332;0.0;0.005691699604743083;2.7888097338504303;0.002916702410568757;0.00034314146006691256;0.004803980440936776;1.697280951992625;2.808290847106059;-0.002699964370876957;3.0632303900776643;685.0
2025-02-05;0.8660254037844386;0.5000000000000001;0.9009688679024191;0.4338837391175582;0.9749279121818236;-0.22252093395631434;0.01241106719367589;0.37261146496815284;0.017437443399724063;1;0.0024691358024691358;0.0013142174432497014;0.004141776184786937;2.818189814694154;0.0002592016588906169;0.002073613271124935;0.006825643684119578;1.7891290296179136;2.698771939610293;0.6271891010444365;2.9798295909597434;165.0
2025-02-06;0.8660254037844386;0.5000000000000001;0.9749279121818236;0.22252093395631445;0.43388373911755823;-0.900968867902419;0.01015531660692951;0.8666666666666667;0.018580295586421627;-1;0.002183406113537118;0.002421595871377531;0.006073838824930528;2.9206278074590113;0.0033444816053511705;0.0005145356315924878;0.004545064745733642;1.8362784083310586;2.7979158498985996;0.32952068500404447;3.325940328922672;15.0
2025-02-07;0.8660254037844386;0.5000000000000001;1.0;6.123233995736766e-17;-0.433883739117558;-0.9009688679024191;0.009884874950377133;0.7911646586345381;0.01988363554199853;-1;0.0006725481663172054;0.0007121098231593939;0.0025319460379000674;2.8476233953978762;0.0007763305442939705;0.0014664021392219442;0.002846545329077892;1.2435475097109565;2.670561633542214;-0.41794220315060765;3.3814099006425065;300.0
2025-02-10;0.8660254037844386;0.5000000000000001;0.7818314824680299;-0.6234898018587335;0.0;1.0;0.019187403568461447;0.3216494845360825;0.007532331035982435;1;0.0008792965627498001;0.0019184652278177458;0.006474820143884892;2.9322914418606256;0.0024864957558089684;0.0001714824659178599;0.006173368773042956;1.6723628451201842;2.8079546756371134;-0.6251562064230157;3.1496381904701853;705.0
2025-02-11;0.8660254037844386;0.5000000000000001;0.6234898018587339;-0.7818314824680295;0.7818314824680298;0.6234898018587336;0.013029576338928857;0.5460122699386503;0.010374923418401679;1;0.0029423459244532803;0.0014711729622266401;0.005129224652087475;2.8562029996077514;0.0008594018563080096;0.002062564455139223;0.00446888965280165;1.996891393555893;2.767767238234221;-0.7207032023105466;2.7954708724106796;735.0
2025-02-12;0.8660254037844386;0.5000000000000001;0.43388373911755823;-0.900968867902419;0.9749279121818236;-0.22252093395631434;0.011411530815109344;2.4146341463414633;0.03412624627320232;-1;0.0024025420444857785;0.00011625203441060219;0.013872742772998527;2.9716032260957634;0.0005184033177812338;0.0022464143770520133;0.002851218247796786;1.6619548784667302;2.72545795101067;-0.8605069667598034;5.557105719060194;545.0
