datetime;Abertura;Fechamento;Maxima;Minima;Volume_Real;Volume_Tick
2025-06-06 10:35:00;137410;137455;137490;137370;57604;19826
2025-06-06 10:36:00;137455;137425;137535;137415;62191;20515
2025-06-06 10:37:00;137430;137365;137450;137355;53938;16531
2025-06-06 10:38:00;137370;137295;137420;137280;54008;17730
2025-06-06 10:39:00;137295;137375;137420;137280;41003;13376
2025-06-06 10:40:00;137380;137355;137435;137350;39972;13228
2025-06-06 10:41:00;137360;137425;137455;137325;48384;15655
2025-06-06 10:42:00;137420;137300;137455;137230;72839;24338
2025-06-06 10:43:00;137300;137290;137360;137275;29074;9308
2025-06-06 10:44:00;137295;137310;137340;137255;21507;7368
2025-06-06 10:45:00;137315;137250;137335;137185;44606;14047
2025-06-06 10:46:00;137255;137180;137275;137170;29878;9832
2025-06-06 10:47:00;137185;137150;137195;137105;43873;14470
2025-06-06 10:48:00;137150;137175;137185;137105;26511;8927
2025-06-06 10:49:00;137175;137310;137330;137160;54356;17547
2025-06-06 10:50:00;137310;137285;137370;137235;54057;17972
2025-06-06 10:51:00;137285;137235;137290;137210;26306;8497
2025-06-06 10:52:00;137240;137235;137270;137160;42649;13938
2025-06-06 10:53:00;137230;137260;137305;137225;23060;8125
2025-06-06 10:54:00;137265;137275;137290;137185;24804;8755
2025-06-06 10:55:00;137270;137315;137350;137240;33445;11597
2025-06-06 10:56:00;137315;137295;137335;137280;18378;6482
2025-06-06 10:57:00;137295;137265;137300;137240;17621;6168
2025-06-06 10:58:00;137265;137305;137330;137235;20275;6959
2025-06-06 10:59:00;137310;137300;137320;137265;12406;4165
2025-06-06 11:00:00;137300;137390;137450;137290;60520;21359
2025-06-06 11:01:00;137390;137170;137390;137155;73223;24816
2025-06-06 11:02:00;137170;137120;137190;137105;42293;13662
2025-06-06 11:03:00;137115;137185;137230;137100;39400;13952
2025-06-06 11:04:00;137185;137285;137320;137185;45231;16060
2025-06-06 11:05:00;137290;137210;137320;137205;30504;10268
2025-06-06 11:06:00;137205;137230;137260;137195;17959;6246
2025-06-06 11:07:00;137230;137350;137365;137200;42030;14505
2025-06-06 11:08:00;137345;137260;137355;137240;26756;9071
2025-06-06 11:09:00;137265;137320;137365;137250;25485;8708
2025-06-06 11:10:00;137320;137180;137320;137160;42503;14919
2025-06-06 11:11:00;137175;137150;137215;137120;36599;11565
2025-06-06 11:12:00;137150;137090;137185;137075;37103;12675
2025-06-06 11:13:00;137085;137030;137095;136985;60087;20733
2025-06-06 11:14:00;137030;137000;137065;136950;46638;14257
2025-06-06 11:15:00;136995;136960;137085;136940;64024;21915
2025-06-06 11:16:00;136960;136910;136970;136820;69666;23075
2025-06-06 11:17:00;136910;136885;136920;136845;29236;9478
2025-06-06 11:18:00;136880;136885;136930;136840;26871;9346
2025-06-06 11:19:00;136880;136770;136885;136730;61490;21235
2025-06-06 11:20:00;136765;136780;136800;136700;51154;16900
2025-06-06 11:21:00;136785;136820;136840;136760;28063;10264
2025-06-06 11:22:00;136815;136795;136860;136760;46800;16696
