<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.06	12:21:00	136450	136470	136415	136455	6240	17732	5
2025.06.06	12:22:00	136450	136600	136445	136595	12105	37235	5
2025.06.06	12:23:00	136595	136620	136575	136600	6891	21595	5
2025.06.06	12:24:00	136600	136720	136585	136695	13483	40141	5
2025.06.06	12:25:00	136700	136735	136630	136715	10582	31783	5
2025.06.06	12:26:00	136720	136725	136675	136685	5163	14967	5
2025.06.06	12:27:00	136685	136720	136655	136705	6267	18627	5
2025.06.06	12:28:00	136700	136785	136700	136745	11645	34183	5
2025.06.06	12:29:00	136745	136835	136730	136830	10721	29699	5
2025.06.06	12:30:00	136830	136835	136690	136750	15847	49675	5
2025.06.06	12:31:00	136750	136780	136725	136745	4011	11539	5
2025.06.06	12:32:00	136740	136785	136740	136765	3710	10294	5
2025.06.06	12:33:00	136765	136790	136725	136785	4919	15483	5
2025.06.06	12:34:00	136785	136940	136775	136885	20443	59397	5
2025.06.06	12:35:00	136880	137000	136880	136990	12367	36280	5
2025.06.06	12:36:00	136990	137000	136880	136915	9337	27680	5
2025.06.06	12:37:00	136915	136955	136875	136895	7180	20708	5
2025.06.06	12:38:00	136900	136970	136890	136955	5346	15153	5
2025.06.06	12:39:00	136955	136975	136895	136910	6263	18211	5
2025.06.06	12:40:00	136915	136950	136895	136895	4915	13305	5
2025.06.06	12:41:00	136895	136910	136830	136905	11003	32797	5
2025.06.06	12:42:00	136910	136950	136895	136940	5509	15813	5
2025.06.06	12:43:00	136940	136960	136910	136925	4463	12554	5
2025.06.06	12:44:00	136925	136970	136920	136920	4106	11724	5
2025.06.06	12:45:00	136920	136955	136855	136855	7518	21441	5
2025.06.06	12:46:00	136855	136885	136825	136870	11251	30400	5
2025.06.06	12:47:00	136875	136890	136860	136870	2912	8991	5
2025.06.06	12:48:00	136870	136900	136800	136830	6386	18689	5
2025.06.06	12:49:00	136830	136875	136810	136855	4840	16588	5
2025.06.06	12:50:00	136860	136880	136820	136845	3995	13198	5
2025.06.06	12:51:00	136850	136865	136815	136830	2820	8526	5
2025.06.06	12:52:00	136830	136870	136825	136870	2671	7078	5
2025.06.06	12:53:00	136870	136875	136830	136860	2665	7451	5
2025.06.06	12:54:00	136860	136870	136790	136825	6980	31627	5
2025.06.06	12:55:00	136825	136880	136815	136855	4302	13409	5
2025.06.06	12:56:00	136855	136875	136835	136870	2585	7024	5
2025.06.06	12:57:00	136875	136880	136845	136860	2563	6694	5
2025.06.06	12:58:00	136855	136890	136850	136880	3198	9635	5
2025.06.06	12:59:00	136875	136980	136860	136945	16933	45731	5
2025.06.06	13:00:00	136945	136995	136885	136890	11567	31979	5
2025.06.06	13:01:00	136895	136900	136850	136885	7960	21010	5
2025.06.06	13:02:00	136885	136895	136820	136845	7132	20530	5
2025.06.06	13:03:00	136845	136870	136830	136845	2907	8707	5
2025.06.06	13:04:00	136850	136895	136840	136880	4911	16228	5
2025.06.06	13:05:00	136885	136895	136860	136875	3309	10092	5
2025.06.06	13:06:00	136875	136895	136820	136845	5018	13683	5
2025.06.06	13:07:00	136845	136880	136840	136865	2109	6127	5
2025.06.06	13:08:00	136870	136895	136840	136870	2990	8437	5
2025.06.06	13:09:00	136875	136895	136835	136845	2891	8392	5
2025.06.06	13:10:00	136845	136875	136825	136855	3944	10069	5
2025.06.06	13:11:00	136860	136875	136760	136785	7318	20345	5
2025.06.06	13:12:00	136785	136795	136750	136785	6837	21252	5
2025.06.06	13:13:00	136785	136820	136760	136790	4618	14678	5
2025.06.06	13:14:00	136790	136835	136780	136820	3447	10765	5
2025.06.06	13:15:00	136820	136830	136740	136750	11801	35924	5
2025.06.06	13:16:00	136755	136790	136745	136765	3215	10450	5
2025.06.06	13:17:00	136765	136830	136765	136800	4061	11238	5
2025.06.06	13:18:00	136805	136820	136765	136810	3754	11290	5
2025.06.06	13:19:00	136815	136820	136770	136770	3284	10811	5
2025.06.06	13:20:00	136770	136775	136700	136745	9857	30716	5
2025.06.06	13:21:00	136740	136750	136700	136725	2742	7998	5
2025.06.06	13:22:00	136725	136730	136695	136705	3387	10049	5
2025.06.06	13:23:00	136710	136720	136665	136710	6649	20999	5
2025.06.06	13:24:00	136710	136710	136625	136655	10393	28959	5
2025.06.06	13:25:00	136655	136670	136635	136665	3317	10822	5
2025.06.06	13:26:00	136660	136685	136625	136640	4837	14010	5
2025.06.06	13:27:00	136640	136680	136635	136670	3137	10074	5
2025.06.06	13:28:00	136670	136750	136670	136745	8287	23178	5
2025.06.06	13:29:00	136745	136770	136730	136735	4150	11900	5
2025.06.06	13:30:00	136740	136800	136720	136790	9127	23710	5
2025.06.06	13:31:00	136795	136820	136770	136780	6293	18755	5
2025.06.06	13:32:00	136785	136800	136770	136785	3496	9798	5
2025.06.06	13:33:00	136785	136805	136775	136780	1797	4829	5
2025.06.06	13:34:00	136785	136820	136775	136800	3128	9165	5
2025.06.06	13:35:00	136800	136810	136755	136760	4386	12567	5
2025.06.06	13:36:00	136765	136775	136750	136750	2895	9533	5
2025.06.06	13:37:00	136750	136755	136690	136700	7169	20676	5
2025.06.06	13:38:00	136700	136710	136655	136670	6513	20583	5
2025.06.06	13:39:00	136675	136685	136645	136665	3602	11051	5
2025.06.06	13:40:00	136665	136665	136615	136630	7360	19839	5
2025.06.06	13:41:00	136635	136640	136590	136600	7807	24405	5
2025.06.06	13:42:00	136595	136615	136575	136605	4261	12378	5
2025.06.06	13:43:00	136605	136645	136590	136635	4988	14301	5
2025.06.06	13:44:00	136635	136675	136620	136645	6121	18693	5
2025.06.06	13:45:00	136645	136725	136630	136715	9090	30193	5
2025.06.06	13:46:00	136715	136715	136680	136695	3795	11234	5
2025.06.06	13:47:00	136695	136720	136670	136675	3591	10657	5
2025.06.06	13:48:00	136675	136740	136665	136730	6622	18438	5
2025.06.06	13:49:00	136735	136750	136720	136730	4219	11994	5
2025.06.06	13:50:00	136730	136730	136640	136670	8156	23403	5
2025.06.06	13:51:00	136670	136675	136645	136655	2245	6132	5
2025.06.06	13:52:00	136655	136660	136505	136510	20036	55456	5
2025.06.06	13:53:00	136515	136515	136415	136445	12380	36320	5
2025.06.06	13:54:00	136440	136445	136365	136395	11306	36982	5
2025.06.06	13:55:00	136395	136440	136350	136380	10956	35765	5
2025.06.06	13:56:00	136380	136385	136345	136365	6301	19133	5
2025.06.06	13:57:00	136365	136430	136335	136380	10489	33334	5
2025.06.06	13:58:00	136385	136420	136335	136365	8282	27988	5
2025.06.06	13:59:00	136360	136390	136310	136370	9053	27252	5
2025.06.06	14:00:00	136370	136460	136330	136435	13515	40770	5
2025.06.06	14:01:00	136440	136440	136375	136410	4914	15656	5
2025.06.06	14:02:00	136410	136435	136385	136390	4070	11997	5
2025.06.06	14:03:00	136390	136450	136385	136420	3677	11195	5
2025.06.06	14:04:00	136425	136480	136410	136455	6894	21525	5
2025.06.06	14:05:00	136455	136465	136425	136455	3549	10677	5
2025.06.06	14:06:00	136450	136455	136405	136420	4376	13179	5
2025.06.06	14:07:00	136425	136450	136410	136430	3543	10246	5
2025.06.06	14:08:00	136435	136445	136415	136435	1944	5513	5
2025.06.06	14:09:00	136435	136530	136390	136525	16916	47048	5
2025.06.06	14:10:00	136525	136550	136495	136515	6976	22316	5
2025.06.06	14:11:00	136515	136615	136510	136590	9976	31605	5
2025.06.06	14:12:00	136595	136620	136585	136610	3591	10358	5
2025.06.06	14:13:00	136615	136765	136600	136760	16233	48123	5
2025.06.06	14:14:00	136760	136795	136685	136700	11235	35887	5
2025.06.06	14:15:00	136700	136745	136680	136725	6281	19365	5
2025.06.06	14:16:00	136725	136795	136715	136775	9759	24184	5
2025.06.06	14:17:00	136775	136790	136635	136650	16684	51604	5
2025.06.06	14:18:00	136650	136695	136635	136685	5250	15814	5
2025.06.06	14:19:00	136680	136705	136675	136695	2229	7026	5
2025.06.06	14:20:00	136695	136705	136680	136695	3475	9896	5
2025.06.06	14:21:00	136695	136755	136660	136735	5656	16781	5
2025.06.06	14:22:00	136735	136740	136695	136720	3229	9217	5
2025.06.06	14:23:00	136715	136735	136650	136650	5352	14928	5
2025.06.06	14:24:00	136655	136670	136610	136625	7408	21871	5
2025.06.06	14:25:00	136630	136645	136615	136630	3686	12185	5
2025.06.06	14:26:00	136635	136635	136540	136550	14290	38832	5
2025.06.06	14:27:00	136550	136560	136530	136545	3787	12634	5
2025.06.06	14:28:00	136545	136570	136500	136525	6917	22418	5
2025.06.06	14:29:00	136530	136555	136520	136555	3204	10365	5
2025.06.06	14:30:00	136555	136560	136505	136515	4191	13558	5
2025.06.06	14:31:00	136515	136525	136400	136415	9739	32231	5
2025.06.06	14:32:00	136415	136435	136335	136395	13546	45780	5
2025.06.06	14:33:00	136390	136435	136375	136405	5812	18986	5
2025.06.06	14:34:00	136400	136410	136385	136410	2466	6980	5
2025.06.06	14:35:00	136410	136410	136355	136355	4323	13011	5
2025.06.06	14:36:00	136360	136390	136340	136385	4778	14634	5
2025.06.06	14:37:00	136380	136465	136375	136410	10878	34289	5
2025.06.06	14:38:00	136415	136425	136375	136385	3702	11699	5
2025.06.06	14:39:00	136385	136475	136385	136465	6017	18171	5
2025.06.06	14:40:00	136460	136535	136440	136520	12068	32268	5
2025.06.06	14:41:00	136520	136535	136480	136515	4216	12662	5
2025.06.06	14:42:00	136520	136520	136355	136370	17806	47462	5
2025.06.06	14:43:00	136370	136415	136365	136400	4682	13360	5
2025.06.06	14:44:00	136405	136425	136380	136415	3416	10071	5
2025.06.06	14:45:00	136415	136420	136365	136395	2930	8813	5
2025.06.06	14:46:00	136390	136430	136385	136415	2878	7405	5
