;range_dia_anterior;posicao_range_d1;distancia_mm20;mes_sin;mes_cos;dia_mes_sin;dia_mes_cos;dia_semana_sin;dia_semana_cos;mag_decisao_c1;mag_decisao_c2;mag_decisao_c3;mag_decisao_c4;mag_decisao_c5;mag_decisao_c6;mag_decisao_c7;mag_decisao_c8;mag_decisao_c9;mag_decisao_c10;mag_decisao_c11;mag_decisao_c12;mag_decisao_c13;mag_decisao_c14;mag_decisao_c15;mag_decisao_c16;mag_decisao_c17;mag_decisao_c18;mag_decisao_c19;mag_decisao_c20;mag_decisao_c21;mag_decisao_c22;mag_decisao_c23;mag_decisao_c24;mag_decisao_c25;mag_decisao_c26;mag_decisao_c27;mag_decisao_c28;mag_decisao_c29;mag_decisao_c30;mag_decisao_c31;mag_decisao_c32;mag_decisao_c33;mag_decisao_c34;mag_decisao_c35;mag_decisao_c36;mag_decisao_c37;mag_decisao_c38;mag_decisao_c39;mag_decisao_c40;mag_decisao_c41;mag_decisao_c42;mag_decisao_c43;mag_decisao_c44;mag_decisao_c45;mag_decisao_c46;mag_decisao_c47;mag_decisao_c48;mag_decisao_c49;mag_decisao_c50;mag_decisao_c51;mag_decisao_c52;mag_decisao_c53;mag_decisao_c54;mag_decisao_c55;mag_decisao_c56;mag_decisao_c57;mag_decisao_c58;mag_decisao_c59;mag_decisao_c60;mov_direcional_c1;mov_direcional_c2;mov_direcional_c3;mov_direcional_c4;mov_direcional_c5;mov_direcional_c6;mov_direcional_c7;mov_direcional_c8;mov_direcional_c9;mov_direcional_c10;mov_direcional_c11;mov_direcional_c12;mov_direcional_c13;mov_direcional_c14;mov_direcional_c15;mov_direcional_c16;mov_direcional_c17;mov_direcional_c18;mov_direcional_c19;mov_direcional_c20;mov_direcional_c21;mov_direcional_c22;mov_direcional_c23;mov_direcional_c24;mov_direcional_c25;mov_direcional_c26;mov_direcional_c27;mov_direcional_c28;mov_direcional_c29;mov_direcional_c30;mov_direcional_c31;mov_direcional_c32;mov_direcional_c33;mov_direcional_c34;mov_direcional_c35;mov_direcional_c36;mov_direcional_c37;mov_direcional_c38;mov_direcional_c39;mov_direcional_c40;mov_direcional_c41;mov_direcional_c42;mov_direcional_c43;mov_direcional_c44;mov_direcional_c45;mov_direcional_c46;mov_direcional_c47;mov_direcional_c48;mov_direcional_c49;mov_direcional_c50;mov_direcional_c51;mov_direcional_c52;mov_direcional_c53;mov_direcional_c54;mov_direcional_c55;mov_direcional_c56;mov_direcional_c57;mov_direcional_c58;mov_direcional_c59;mov_direcional_c60;pavio_superior_c1;pavio_superior_c2;pavio_superior_c3;pavio_superior_c4;pavio_superior_c5;pavio_superior_c6;pavio_superior_c7;pavio_superior_c8;pavio_superior_c9;pavio_superior_c10;pavio_superior_c11;pavio_superior_c12;pavio_superior_c13;pavio_superior_c14;pavio_superior_c15;pavio_superior_c16;pavio_superior_c17;pavio_superior_c18;pavio_superior_c19;pavio_superior_c20;pavio_superior_c21;pavio_superior_c22;pavio_superior_c23;pavio_superior_c24;pavio_superior_c25;pavio_superior_c26;pavio_superior_c27;pavio_superior_c28;pavio_superior_c29;pavio_superior_c30;pavio_superior_c31;pavio_superior_c32;pavio_superior_c33;pavio_superior_c34;pavio_superior_c35;pavio_superior_c36;pavio_superior_c37;pavio_superior_c38;pavio_superior_c39;pavio_superior_c40;pavio_superior_c41;pavio_superior_c42;pavio_superior_c43;pavio_superior_c44;pavio_superior_c45;pavio_superior_c46;pavio_superior_c47;pavio_superior_c48;pavio_superior_c49;pavio_superior_c50;pavio_superior_c51;pavio_superior_c52;pavio_superior_c53;pavio_superior_c54;pavio_superior_c55;pavio_superior_c56;pavio_superior_c57;pavio_superior_c58;pavio_superior_c59;pavio_superior_c60;pavio_inferior_c1;pavio_inferior_c2;pavio_inferior_c3;pavio_inferior_c4;pavio_inferior_c5;pavio_inferior_c6;pavio_inferior_c7;pavio_inferior_c8;pavio_inferior_c9;pavio_inferior_c10;pavio_inferior_c11;pavio_inferior_c12;pavio_inferior_c13;pavio_inferior_c14;pavio_inferior_c15;pavio_inferior_c16;pavio_inferior_c17;pavio_inferior_c18;pavio_inferior_c19;pavio_inferior_c20;pavio_inferior_c21;pavio_inferior_c22;pavio_inferior_c23;pavio_inferior_c24;pavio_inferior_c25;pavio_inferior_c26;pavio_inferior_c27;pavio_inferior_c28;pavio_inferior_c29;pavio_inferior_c30;pavio_inferior_c31;pavio_inferior_c32;pavio_inferior_c33;pavio_inferior_c34;pavio_inferior_c35;pavio_inferior_c36;pavio_inferior_c37;pavio_inferior_c38;pavio_inferior_c39;pavio_inferior_c40;pavio_inferior_c41;pavio_inferior_c42;pavio_inferior_c43;pavio_inferior_c44;pavio_inferior_c45;pavio_inferior_c46;pavio_inferior_c47;pavio_inferior_c48;pavio_inferior_c49;pavio_inferior_c50;pavio_inferior_c51;pavio_inferior_c52;pavio_inferior_c53;pavio_inferior_c54;pavio_inferior_c55;pavio_inferior_c56;pavio_inferior_c57;pavio_inferior_c58;pavio_inferior_c59;pavio_inferior_c60;range_candle_c1;range_candle_c2;range_candle_c3;range_candle_c4;range_candle_c5;range_candle_c6;range_candle_c7;range_candle_c8;range_candle_c9;range_candle_c10;range_candle_c11;range_candle_c12;range_candle_c13;range_candle_c14;range_candle_c15;range_candle_c16;range_candle_c17;range_candle_c18;range_candle_c19;range_candle_c20;range_candle_c21;range_candle_c22;range_candle_c23;range_candle_c24;range_candle_c25;range_candle_c26;range_candle_c27;range_candle_c28;range_candle_c29;range_candle_c30;range_candle_c31;range_candle_c32;range_candle_c33;range_candle_c34;range_candle_c35;range_candle_c36;range_candle_c37;range_candle_c38;range_candle_c39;range_candle_c40;range_candle_c41;range_candle_c42;range_candle_c43;range_candle_c44;range_candle_c45;range_candle_c46;range_candle_c47;range_candle_c48;range_candle_c49;range_candle_c50;range_candle_c51;range_candle_c52;range_candle_c53;range_candle_c54;range_candle_c55;range_candle_c56;range_candle_c57;range_candle_c58;range_candle_c59;range_candle_c60;tamanho_medio_ordem_c1;tamanho_medio_ordem_c2;tamanho_medio_ordem_c3;tamanho_medio_ordem_c4;tamanho_medio_ordem_c5;tamanho_medio_ordem_c6;tamanho_medio_ordem_c7;tamanho_medio_ordem_c8;tamanho_medio_ordem_c9;tamanho_medio_ordem_c10;tamanho_medio_ordem_c11;tamanho_medio_ordem_c12;tamanho_medio_ordem_c13;tamanho_medio_ordem_c14;tamanho_medio_ordem_c15;tamanho_medio_ordem_c16;tamanho_medio_ordem_c17;tamanho_medio_ordem_c18;tamanho_medio_ordem_c19;tamanho_medio_ordem_c20;tamanho_medio_ordem_c21;tamanho_medio_ordem_c22;tamanho_medio_ordem_c23;tamanho_medio_ordem_c24;tamanho_medio_ordem_c25;tamanho_medio_ordem_c26;tamanho_medio_ordem_c27;tamanho_medio_ordem_c28;tamanho_medio_ordem_c29;tamanho_medio_ordem_c30;tamanho_medio_ordem_c31;tamanho_medio_ordem_c32;tamanho_medio_ordem_c33;tamanho_medio_ordem_c34;tamanho_medio_ordem_c35;tamanho_medio_ordem_c36;tamanho_medio_ordem_c37;tamanho_medio_ordem_c38;tamanho_medio_ordem_c39;tamanho_medio_ordem_c40;tamanho_medio_ordem_c41;tamanho_medio_ordem_c42;tamanho_medio_ordem_c43;tamanho_medio_ordem_c44;tamanho_medio_ordem_c45;tamanho_medio_ordem_c46;tamanho_medio_ordem_c47;tamanho_medio_ordem_c48;tamanho_medio_ordem_c49;tamanho_medio_ordem_c50;tamanho_medio_ordem_c51;tamanho_medio_ordem_c52;tamanho_medio_ordem_c53;tamanho_medio_ordem_c54;tamanho_medio_ordem_c55;tamanho_medio_ordem_c56;tamanho_medio_ordem_c57;tamanho_medio_ordem_c58;tamanho_medio_ordem_c59;tamanho_medio_ordem_c60;correlacao_movel_WIN_WDO_c1;correlacao_movel_WIN_WDO_c2;correlacao_movel_WIN_WDO_c3;correlacao_movel_WIN_WDO_c4;correlacao_movel_WIN_WDO_c5;correlacao_movel_WIN_WDO_c6;correlacao_movel_WIN_WDO_c7;correlacao_movel_WIN_WDO_c8;correlacao_movel_WIN_WDO_c9;correlacao_movel_WIN_WDO_c10;correlacao_movel_WIN_WDO_c11;correlacao_movel_WIN_WDO_c12;correlacao_movel_WIN_WDO_c13;correlacao_movel_WIN_WDO_c14;correlacao_movel_WIN_WDO_c15;correlacao_movel_WIN_WDO_c16;correlacao_movel_WIN_WDO_c17;correlacao_movel_WIN_WDO_c18;correlacao_movel_WIN_WDO_c19;correlacao_movel_WIN_WDO_c20;correlacao_movel_WIN_WDO_c21;correlacao_movel_WIN_WDO_c22;correlacao_movel_WIN_WDO_c23;correlacao_movel_WIN_WDO_c24;correlacao_movel_WIN_WDO_c25;correlacao_movel_WIN_WDO_c26;correlacao_movel_WIN_WDO_c27;correlacao_movel_WIN_WDO_c28;correlacao_movel_WIN_WDO_c29;correlacao_movel_WIN_WDO_c30;correlacao_movel_WIN_WDO_c31;correlacao_movel_WIN_WDO_c32;correlacao_movel_WIN_WDO_c33;correlacao_movel_WIN_WDO_c34;correlacao_movel_WIN_WDO_c35;correlacao_movel_WIN_WDO_c36;correlacao_movel_WIN_WDO_c37;correlacao_movel_WIN_WDO_c38;correlacao_movel_WIN_WDO_c39;correlacao_movel_WIN_WDO_c40;correlacao_movel_WIN_WDO_c41;correlacao_movel_WIN_WDO_c42;correlacao_movel_WIN_WDO_c43;correlacao_movel_WIN_WDO_c44;correlacao_movel_WIN_WDO_c45;correlacao_movel_WIN_WDO_c46;correlacao_movel_WIN_WDO_c47;correlacao_movel_WIN_WDO_c48;correlacao_movel_WIN_WDO_c49;correlacao_movel_WIN_WDO_c50;correlacao_movel_WIN_WDO_c51;correlacao_movel_WIN_WDO_c52;correlacao_movel_WIN_WDO_c53;correlacao_movel_WIN_WDO_c54;correlacao_movel_WIN_WDO_c55;correlacao_movel_WIN_WDO_c56;correlacao_movel_WIN_WDO_c57;correlacao_movel_WIN_WDO_c58;correlacao_movel_WIN_WDO_c59;correlacao_movel_WIN_WDO_c60;label_Compra;label_Lateral;label_Venda
2025-07-09;0.009635067410178584;0.5494505494505495;0.009360951205528337;-0.4999999999999997;-0.8660254037844388;0.9680771188662043;-0.2506525322587204;0.9749279121818236;-0.22252093395631434;0.0017695356738391846;0.001205374552416067;0.00010648493238206793;0.00046148384806531773;0.0;0.0011365654413070503;0.0002489154398691416;0.00035550499484517757;0.00024894199651481205;0.00046243597040409787;0.0004622222222222222;0.00017786631567713707;0.00014231330273597326;0.0008181850521148305;0.0009612303748798462;3.563410896910523e-05;0.0002850728717528418;3.564554074285307e-05;0.00046342506773135606;0.00021378941742383753;0.0007837269780200207;0.0003203645036129997;0.00024924336834609225;0.0;0.00017806901955197836;0.00017810073377502316;0.0003205356506873709;0.0002848191398461977;0.0009253986332574032;0.00010667804565820355;0.00017777777777777779;0.00046230440967283073;0.0;0.00028435345134001565;0.00014213630872006254;0.0003553786559579232;0.00017775249742258878;3.5556819798037265e-05;0.0003200227571738435;0.00024882695862363144;7.107573119158464e-05;0.0005331058748267406;0.0002486501847115658;0.00017764513607617424;0.0007107320540156361;0.00017780938833570413;0.00021332574841783402;0.00017780938833570413;0.0002489685588277138;0.00017787897114803088;0.00014227786867752722;0.000711490572749911;3.5550499484517755e-05;7.110352673492605e-05;0.00039104159260575896;0.00014214135958210441;0.00024878274158581225;0.00042637862421830583;0.00046169691373370745;7.106057914372001e-05;-1;-1;-1;-1;0;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;-1;-1;1;1;1;-1;-1;0;-1;1;1;1;1;1;-1;1;0;1;-1;-1;-1;-1;1;1;-1;1;-1;-1;-1;1;-1;-1;-1;1;-1;1;-1;1;1;-1;1;1;-1;1;0.0004246885617214043;0.00021271315630871769;7.098995492137862e-05;0.0;0.00021309845148458588;3.551767004084532e-05;0.00017779674276367257;0.0;3.556314235925887e-05;0.00021343198634035288;0.0002488888888888889;0.00010671978940628224;0.00017789162841996654;7.114652627085483e-05;3.560112499554986e-05;0.0002494387627837366;0.00010690232690731568;3.564554074285307e-05;0.00028518465706544986;0.00010689470871191876;0.00021374372127818745;7.119211191399992e-05;3.5606195478013175e-05;0.0003917657952845644;3.561380391039567e-05;0.0001424805870200185;7.123014459719353e-05;0.00021361435488464824;7.118451025056947e-05;0.0008889837138183628;0.0004622222222222222;0.00046230440967283073;0.0003554544485124231;7.108836283500391e-05;0.0005330111577002345;0.0002132271935747539;7.110099896903551e-05;0.00010667045939411179;0.00017779042065213527;3.5546708374804495e-05;0.0002487650591705462;7.108078331023208e-05;7.104290991759022e-05;0.00010658708164570453;3.5536602700781806e-05;0.00021337126600284495;0.0;0.00017780938833570413;0.0;0.00014230317691842472;0.00028455573735505443;0.00010672358591248666;0.00039105549432969536;0.00021331058020477816;0.0002132954141485958;3.5535339895526104e-05;0.00031986352489604436;0.00021318931210915292;0.00010654544163085556;0.0003908331852904601;0.00010617214043035108;0.00038997411989931575;0.0007098995492137863;0.00046148384806531773;0.000568262537292229;3.551767004084532e-05;3.5559348552734516e-05;0.00031995449536065983;0.00014225256943703547;0.0;0.0002844444444444444;0.00021343957881256447;0.00017789162841996654;3.5573263135427415e-05;3.560112499554986e-05;0.0003919751986601575;0.0002494387627837366;0.00042774648891423685;3.564808213318123e-05;0.0007838945305540709;0.00010687186063909372;7.119211191399992e-05;0.00035606195478013177;0.0001068452168957903;0.000427365646924748;0.00021372088053002778;0.00014246028919438707;0.00017801196240387353;0.00014236902050113895;0.00014223739421093806;0.00010666666666666667;0.0;0.0007109088970248462;0.00028435345134001565;0.00010660223154004691;0.00014215146238316927;0.00010665149845355327;0.00014222727919214906;0.00010667425239128116;0.00014218683349921798;0.00014215146238316927;3.554039165511604e-05;7.104290991759022e-05;3.5529027215234845e-05;0.00010660980810234541;0.00010668563300142248;0.0004622057882386404;0.0;0.0002489685588277138;7.115158845921236e-05;7.113893433876361e-05;0.0;7.110099896903551e-05;0.00021331058020477816;0.0001066477070742979;0.00014214135958210441;7.108078331023208e-05;0.0001421262080727686;7.103029442057038e-05;0.00017765144785930004;0.00230039637599094;0.0018080618286241005;0.0008873744365172329;0.0009229676961306355;0.0007813609887768149;0.001207600781388741;0.00046227153118554866;0.0006754594902058374;0.0004267577083111064;0.0006758679567444507;0.0009955555555555555;0.0004980256838959838;0.0004980965595759064;0.0009249048415211127;0.001032432624870946;0.0006770480704129993;0.0006414139614438941;0.000499037570399943;0.0007842578069299871;0.0011045786566898272;0.001104342559937302;0.00046274872744099955;0.0006409115186042371;0.0004986110121803547;0.000641048470387122;0.0005343022013250694;0.0005342260844789515;0.0006764454571347194;0.0011389521640091116;0.0011378991536875045;0.0007466666666666666;0.0009246088193456615;0.0010663633455372694;0.0006397952655150352;0.000781749697960344;0.0007107573119158464;0.00035550499484517757;0.0002844545583842981;0.0006044874302172599;0.00042656050049765394;0.0004619922527453001;0.0006397270497920887;0.00039073600454674626;0.0003197612449371136;0.0008528784648187633;0.0004978662873399715;0.0006755315366564744;0.00035561877667140827;0.0004979371176554276;0.00039133373652566793;0.0004979725403713453;0.0008182141586623977;0.0004977069927832486;0.0004977246871444823;0.0007109847138286527;0.0003198180590597349;0.0006397270497920887;0.0007816941444002274;0.0006392726497851333;0.0006395452122934801;3.4852448021462106;2.1463029360880577;2.274832619909999;2.393577296489918;2.2762396174175685;2.6662918821677537;2.636686845392524;2.7579149146673263;2.8555555555555556;2.7295042515642547;2.7402969855331083;2.8514631326158497;2.739115411195577;2.657774151026301;3.12465767670815;3.0828731957764215;3.1470699195171026;3.169416290597026;2.960732165206508;3.176208757580816;3.0670280926564812;3.1787875453845307;2.966598455343587;2.7541092847623276;2.817209162145871;3.0920683200748713;3.023953515949247;2.8678979275341887;3.2628062360801784;3.089966130397968;3.183192889299319;3.179100267945283;2.8973039916166523;3.15515350877193;3.0742380980129362;3.1503064977523496;3.0165567371113204;2.7286995515695067;3.0169967880085653;3.0798537617856456;3.081057268722467;3.1691146048820853;3.1445966514459665;2.8819167142042215;3.012191832551114;2.903149266609146;2.923222988796759;3.2240796727725414;2.9687392352738544;2.989734299516908;2.652206352590066;2.648455450599949;2.750402576489533;2.8467877094972067;2.9798204360837963;2.972245409015025;2.9022593320235757;2.8228497092133455;3.0090452261306533;2.884001339734286;-0.463051035884839;-0.70839619402299;-0.785140771018364;-0.856263050826459;-0.8673231886941238;-0.8529759342471626;-0.8556201859369056;-0.8703471140126289;-0.887858314347104;-0.8996671663838635;-0.896771718275272;-0.8912907828988439;-0.8915546799969133;-0.8866072886888524;-0.9058162638341648;-0.9111012873746551;-0.9105965952935452;-0.9099617613547109;-0.8976691418384792;-0.8858458367237131;-0.8663289875570744;-0.8328557693930712;-0.7797219343853289;-0.6839807774319665;-0.6726168190674168;-0.6242734511145306;-0.5694816212254655;-0.5530709218928652;-0.405534422402971;-0.23128814021065025;-0.06509252094005312;0.03726467117590587;0.07795554152144092;0.12819563606121837;0.1581304077645309;0.16595532003257024;0.19643538565883464;0.19246604600395523;0.15460880572942604;0.14148164249201867;0.1645653061544196;0.13681366758729213;0.04399910988511023;-0.10291470210735255;-0.2141212745541337;-0.30164061564191036;-0.39855371657177086;-0.5142754294898854;-0.5689356982716752;-0.490138278670165;-0.37004660087520497;-0.24794575008910147;-0.2255530447793063;-0.21782672236595765;-0.20875176924773173;-0.24225853502584685;-0.3225929205017772;-0.43121290853827376;-0.4341862001681767;-0.4870475608606406;False;False;True
2025-07-11;0.01543839207690067;0.6344339622641509;-0.01407319489188538;-0.4999999999999997;-0.8660254037844388;0.7907757369376989;-0.6121059825476626;-0.433883739117558;-0.9009688679024191;0.0009051412020275163;0.0022830222866461317;3.632137149498765e-05;0.00010897203051216854;0.0014165334883045183;0.0011606398026912336;0.0009077705156136529;0.00025395443331882166;0.0014515368146024604;0.0014856687321085625;0.0;0.00021773842357381332;0.0011973006313039693;0.00047108276561820555;0.0013414059384403436;0.0011585807385952208;0.0007612005219660722;3.6220073164547794e-05;0.0014125828534173638;0.0007595760842044345;3.619778469557663e-05;0.00018099547511312217;0.00039827654875267024;0.00018110036582273897;0.0008329108423263562;0.0004349244318799609;0.0010514865844815082;0.0005795211706327647;0.0008335447396078716;0.0003621220351258374;0.0007244801854669275;7.249791568492405e-05;0.0;3.624501631025734e-05;0.0002174779803544891;0.0006525995214270176;0.00010869959056487554;0.00014494854326714017;0.0004711510582777617;0.0005071545009961964;0.0002899496212533072;0.00014502211587267058;3.6259472787265676e-05;0.0002538255130901443;0.0005440301755404033;0.0003991726240156766;0.0005804041063590525;7.259264636492324e-05;0.00029034950822052043;7.256630746344473e-05;0.000145143147429152;0.00047176658440992885;0.0002901915264074289;0.000362844702467344;7.254261878853827e-05;0.0003627262504987486;0.000471715229144744;0.0002538899568387073;0.00014504315033722533;7.253472600007254e-05;-1;-1;-1;1;1;-1;1;-1;1;-1;0;1;1;-1;1;-1;1;-1;1;-1;-1;-1;-1;1;-1;-1;1;-1;1;-1;-1;1;0;-1;-1;1;-1;-1;1;-1;-1;-1;-1;-1;-1;1;-1;1;1;-1;-1;1;-1;1;-1;-1;1;1;-1;1;0.0005068790731354091;7.247689798876609e-05;0.0007627488013947407;0.0006538321830730113;0.00010896411448496295;7.25399876682021e-05;0.00014524328249818446;0.00010883761427949499;0.00010886526109518453;0.0002898865818748415;0.00032660763536072;0.00025402816083611553;0.00014512734924896598;0.0;0.0;3.620564808110065e-05;3.62476439031463e-05;0.00036220073164547795;0.0;0.00014468115889608275;0.0006515601245203794;7.239819004524887e-05;3.620695897751548e-05;7.244014632909559e-05;0.0;0.0;3.625815808556925e-05;0.00010866021949364337;0.0;7.242440702516749e-05;3.622400927334638e-05;0.0002537427048972342;0.00014498532023632607;0.0001812250815512867;0.00010873899017724455;0.00010876658690450294;0.00014493278741983405;0.00014494854326714017;0.0;3.622532149972831e-05;0.0;0.00014502211587267058;0.0001450378911490627;3.6260787584306334e-05;7.253735673872045e-05;0.00014515368146024603;3.627525664744078e-05;0.0002177779390947697;3.6293688527565054e-05;0.00032654838358550127;3.6285786857288e-05;0.00025402816083611553;0.0;0.00029027576197387516;0.00018135654697134566;0.0;0.000290286294858304;0.0001450799753364042;3.6260787584306334e-05;0.0002538715410002539;0.0001448225923244026;7.247689798876609e-05;0.0005084992009298271;0.0008354522339266254;3.632137149498765e-05;0.0003264299445069094;0.00014524328249818446;0.00018139602379915832;0.00018144210182530755;7.247164546871037e-05;0.00029031789809841774;0.00014515894904920887;0.0004716638850591394;0.00021742281490071024;7.250842910488344e-05;0.0;0.00021748586341887777;0.0004708609511391213;0.00010866021949364337;0.00010851086917206207;0.00043437341634691956;7.239819004524887e-05;0.00021724175386509287;0.0005795211706327647;0.00014485405953501847;0.00010873110796999022;0.00010877447425670776;7.244014632909559e-05;0.0;0.00032590983161325367;3.622400927334638e-05;0.00018124478921231014;0.00025372431041357065;0.00025371511417180136;0.0002174779803544891;7.251105793633529e-05;0.00018116598427479256;0.0004348456298014205;0.00028993911278631486;0.00010867596449918493;0.00025370591859664386;0.00021753317380900588;0.00018129736393632836;0.00010878236275291899;0.0004714928188016829;0.0003265957832855536;3.627525664744078e-05;0.00036296323182461615;0.00039923057380321565;0.00014513261492688946;0.000254000508001016;7.257947452460444e-05;3.627394080092861e-05;3.6284470246734395e-05;0.0001088139281828074;0.00010881787514962457;3.6285786857288e-05;7.25399876682021e-05;0.00018130393792153166;0.00014506945200014508;0.001556842867487328;0.0024279760826236636;0.0013075693738195554;0.0015982564475118053;0.001561818974284469;0.001559609734866345;0.0011982570806100218;0.000544188071397475;0.0017418441775229525;0.0018480269594521143;0.0006169255334591378;0.0006169255334591378;0.0018140918656120745;0.0006885055805189158;0.0014139143675452272;0.0011947863866763216;0.0010149340292880964;0.000869281755949147;0.0015212430729110073;0.0010127681122725793;0.0011221313255628757;0.0003257918552036199;0.0006517252615952786;0.0008330616827845992;0.0009777649018613747;0.0005436555398499511;0.0011965192168237853;0.0007606215364555037;0.0008335447396078716;0.0007604562737642585;0.0007969282040136203;0.0005074854097944684;0.0003987096306498967;0.0004711852120333454;0.0005436949508862228;0.0008338771662678558;0.00043479836225950215;0.0007247427163357008;0.0007610901710640765;0.0006520557869951096;0.0005436555398499511;0.000507577405554347;0.0003625947278726567;0.00039886866342736966;0.0010880603510808066;0.0008709220887614762;0.000652954619653934;0.0006533338172843091;0.0007258737705513011;0.0005442473059758355;0.000435429442287456;0.0007983742197706489;0.0003264654672083575;0.0006894049346879536;0.0003627130939426913;0.00047154412564837317;0.000798287310860336;0.0004715099198433136;0.0003626078758430633;0.0004714757190004715;3.008856011669098;2.281118602741771;2.565685834387626;2.564849985062524;2.525144336054151;2.614913337173378;2.8237183964240815;2.54616292798111;2.6161027875338996;2.7006859089444366;2.67140135111727;2.8508486398511974;2.9824753015936056;2.860441512306521;2.7448217214359474;2.8979706560233853;2.810021685254027;2.903833762886598;2.867910691003911;2.950274573026349;2.8027618173917244;2.8654402102496714;2.799139593532117;2.7311207311207313;2.883890063424947;2.79834471886495;2.7435837337395994;2.828731867103416;3.060212998361551;3.0701523140011715;2.8345331708937866;2.610196173407605;2.6463143872113677;2.602640679031751;3.0988159625785703;2.822431974043212;2.7798751950078002;2.8769308685743225;3.0826241134751773;3.024081115335868;2.9491259795057263;2.7310722392842837;3.012957317073171;2.7472851588684812;2.959055433259956;3.1555303460011346;3.225381008206331;2.9967266775777412;2.9900487408610887;2.9752969121140143;2.694682959048877;3.0537228302759365;3.2025219717233475;2.9272551960574247;2.727096147620589;3.0930965339444287;2.914257425742574;3.3290264423076925;3.120794806216801;3.1616696061140503;-0.917361210551459;-0.976162695715601;-0.9845959740637503;-0.9886757653622888;-0.9892904601365382;-0.989927742414552;-0.989891908707941;-0.9896608324988343;-0.9857392479420872;-0.9861760457005755;-0.9858973573818416;-0.9857491179929885;-0.9842667674787287;-0.9796488073814552;-0.9703032305402215;-0.9681057485643891;-0.961756893583034;-0.9507094819067137;-0.9210923241163267;-0.8995048495226696;-0.8650213468589609;-0.8014989165604361;-0.6566341876287641;-0.2205635112831628;-0.22803297747749665;-0.2303214633785266;-0.14951129463374618;-0.20439821674410186;-0.18760273078357814;-0.1498798485164413;-0.21258251367510678;-0.24808451624730804;-0.255774616674854;-0.30711047104386086;-0.2931611156570695;-0.3342669346356592;-0.36618732491484096;-0.2971316123109273;-0.2769948334579727;-0.3167074288995094;-0.3503808071787021;-0.3839063159719524;-0.4338209580843114;-0.45478237373145275;-0.5214503621189879;-0.534640214769552;-0.5746660919267509;-0.6606655921299679;-0.6886856505045363;-0.6946124643414513;-0.7149911849277191;-0.7203295061473991;-0.8558892974949851;-0.8932457427244993;-0.8982084974606862;-0.9040846412038799;-0.8923807600237872;-0.8768815280575017;-0.8709163560782663;-0.8468173853513576;False;False;True
