datetime;Abertura;Fechamento;Maxima;Minima;Volume_Real;Volume_Tick
2021-02-22 09:00:00;112970;112740;113580;112440;975085;333750
2021-02-22 09:30:00;112745;113655;113660;112745;739586;229517
2021-02-22 10:00:00;113655;113145;114020;112915;1555630;464279
2021-02-22 10:30:00;113145;112295;113205;112190;1381623;417887
2021-02-22 11:00:00;112290;112245;112435;111740;1153458;366401
2021-02-22 11:30:00;112250;112725;112975;112120;1392895;401362
2021-02-23 09:00:00;113000;113745;113795;112950;1000047;297525
2021-02-23 09:30:00;113745;113865;113915;113425;966851;285013
2021-02-23 10:00:00;113865;114275;114290;113815;1588101;451053
2021-02-23 10:30:00;114270;114365;114575;114135;1439475;393453
2021-02-23 11:00:00;114360;114065;114480;113790;1390914;368548
2021-02-23 11:30:00;114065;113760;114090;113175;1856784;465468
2021-02-24 09:00:00;115515;116020;116065;115490;694301;226959
2021-02-24 09:30:00;116020;116110;116240;115810;849878;257347
2021-02-24 10:00:00;116110;115820;116360;115815;1536029;436821
2021-02-24 10:30:00;115820;115435;116010;115275;1628373;439702
2021-02-24 11:00:00;115440;114965;115590;114900;1321557;330034
2021-02-24 11:30:00;114965;115035;115225;114745;1722577;412151
2021-02-25 09:00:00;116000;115805;116220;115720;737014;231604
2021-02-25 09:30:00;115805;115880;115945;115705;653657;193180
2021-02-25 10:00:00;115880;116045;116245;115770;1424520;393246
2021-02-25 10:30:00;116045;116230;116510;115910;1164792;304117
2021-02-25 11:00:00;116235;116515;116575;115960;1218818;326144
2021-02-25 11:30:00;116515;116435;116720;116400;1101462;284430
2021-02-26 09:00:00;112245;113030;113035;112155;985588;305934
2021-02-26 09:30:00;113035;112755;113115;112680;1001067;285679
2021-02-26 10:00:00;112755;112300;113215;112170;1616963;458803
2021-02-26 10:30:00;112300;113520;113525;112235;1664668;449508
2021-02-26 11:00:00;113515;113345;113660;113130;1116108;295532
2021-02-26 11:30:00;113345;112350;113420;112330;1707329;429457
2021-03-01 09:00:00;111350;111580;111885;111235;814773;246164
2021-03-01 09:30:00;111575;111590;111690;111410;620788;185901
2021-03-01 10:00:00;111595;111185;111865;111145;1326001;390295
2021-03-01 10:30:00;111190;110890;111710;110635;1671680;461408
2021-03-01 11:00:00;110890;111055;111140;110670;1384572;361476
2021-03-01 11:30:00;111050;111040;111185;110450;1825718;471243
2021-03-02 09:00:00;110000;109670;110600;109570;1085242;350814
2021-03-02 09:30:00;109675;109330;109740;108960;1174173;349756
2021-03-02 10:00:00;109335;108195;109345;107795;1853173;524674
2021-03-02 10:30:00;108190;108415;108565;107330;1780374;447767
2021-03-02 11:00:00;108410;108635;108735;107715;1640398;432646
2021-03-02 11:30:00;108635;108535;108895;107870;1919001;477770
2021-03-03 09:00:00;112650;111815;112650;111795;964173;314907
2021-03-03 09:30:00;111815;111540;111935;111450;853970;282104
2021-03-03 10:00:00;111545;111305;111550;110920;1593173;534414
2021-03-03 10:30:00;111305;111145;111520;110925;1721982;510188
2021-03-03 11:00:00;111140;110380;111335;110275;1597234;455381
2021-03-03 11:30:00;110375;109540;110785;109380;1867246;514423
2021-03-04 09:00:00;111600;112665;112895;111000;1082511;399352
2021-03-04 09:30:00;112665;111985;112670;111925;908061;316203
2021-03-04 10:00:00;111980;112595;112610;111440;1736106;641089
2021-03-04 10:30:00;112595;113295;113425;112170;1412449;474705
2021-03-04 11:00:00;113300;113850;113965;113190;1243691;389192
2021-03-04 11:30:00;113855;113425;114375;113300;1754952;555629
2021-03-05 09:00:00;113665;113355;113665;113105;632193;230907
2021-03-05 09:30:00;113355;112905;113360;112825;814104;279142
2021-03-05 10:00:00;112905;113390;113505;112610;1237307;441121
2021-03-05 10:30:00;113390;114045;114100;112415;1555276;536530
