X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,Y1,Y2,Y3
0.9920771019176546,0.01476713366149186,0.17985611510791366,0.4549525858173587,0.9923986347222451,0.1113214691404771,0.4369556985990155,0.824462439602612,0.9948224974030043,-0.8178720181749337,1.0,1.0,0.9770145266872228,0.1950018932222643,0.27375993941688753,0.4737748183612263,0.9812109420086731,0.05566073457023855,0.2203710715638016,0.39960136147639697,0.9824228733490528,-0.02158273381294964,0.10942824687618326,0.31792617594949213,0.9820024073738189,0.0041650889814464215,0.10715638015903067,0.2506291941900813,0.9820930961135753,-0.023475956077243468,0.09617569102612647,0.269499765661287,0.9815819413985852,-0.13063233623627413,0.18023475956077242,0.2939429747775884,0.0,1.0,0.0
0.996740302399639,0.19212808539026016,0.4149432955303536,0.6022066786688623,0.9991474637045209,-0.7204803202134756,1.0,1.0,0.9901623998060898,-0.218812541694463,0.637758505670447,0.7694684437648093,0.9873791195473199,0.37691794529686456,0.7011340893929286,0.5593469738842173,0.9921516511622076,-0.05670446964643095,0.3248832555036691,0.45030623854659246,0.9914913534431601,-0.09472981987991995,0.23015343562374915,0.38786949571985524,0.9903044891886696,-0.21080720480320214,0.4482988659106071,0.40049945313586444,0.987705089307356,-0.09006004002668445,0.38492328218812544,0.32727603671963135,0.9865767324456926,0.05670446964643095,0.2114743162108072,0.20330889044837488,0.0,1.0,0.0
0.9988092221940714,-0.5342592592592592,0.9481481481481482,0.622899745065178,0.9938856515497002,-0.3712962962962963,0.8537037037037037,1.0,0.9904484418545731,0.5916666666666667,1.0,0.9148826636568719,0.9958449455282493,-0.11481481481481481,0.775,0.6825434105564665,0.9948399628409763,-0.4601851851851852,0.7379629629629629,0.5174372949058114,0.9906426822058948,-0.7592592592592593,0.9055555555555556,0.548185380310556,0.9837175914196437,-0.19444444444444445,0.35648148148148145,0.38950934162845324,0.981994763955747,-0.6231481481481481,0.9740740740740741,0.6670115948112624,0.9762604509754244,-0.3296296296296296,0.5388888888888889,0.4956462392448026,0.0,1.0,0.0
0.9883286487968739,0.40879926672777267,0.7827681026581118,0.64629032782689,0.9922019606498937,0.021081576535288724,0.6993583868011,1.0,0.9924419003222047,0.1301558203483043,0.8395967002749771,0.9102364409548147,0.9937015836018372,0.41979835013748856,1.0,0.7803286895551053,0.9976263110989237,-0.1604032997250229,0.611365719523373,0.55054722667304,0.9960752725029135,-0.035747021081576534,0.37305224564619616,0.46796726397977123,0.9956896551724138,-0.13473877176901924,0.461044912923923,0.460614811535954,0.9944299718927813,-0.35747021081576535,0.534372135655362,0.3891323992979886,0.99108795502845,-0.021081576535288724,0.2694775435380385,0.3243083476285901,0.0,1.0,0.0
0.9903273809523809,0.23517786561264822,0.4525691699604743,0.4508634577092673,0.9923628215654078,-0.005928853754940711,0.91600790513834,1.0,0.9922687465790914,0.7094861660079052,0.8438735177865613,0.8123813181339428,0.9983579638752053,-0.849802371541502,1.0,0.608963229693059,0.9909602490421456,0.5306324110671937,0.8438735177865613,0.5020889022394766,0.9955528188286809,0.07806324110671936,0.3577075098814229,0.38492938341831656,0.9962284482758621,0.17391304347826086,0.5079051383399209,0.3837782754674079,0.9977764094143404,0.13438735177865613,0.3132411067193676,0.29301210805357303,0.9988882047071702,-0.004940711462450593,0.2183794466403162,0.23624304322421763,0.0,1.0,0.0
0.9951176133594412,-0.26666666666666666,0.6352059925093633,0.4532126354826124,0.9920736034749597,0.34681647940074906,0.5468164794007491,0.9375727116641812,0.9960325264426982,-0.6397003745318353,1.0,1.0,0.9887303229557678,-0.09737827715355805,0.41947565543071164,0.6907669950558107,0.9876187463125583,0.24569288389513108,0.3595505617977528,0.5298207884330169,0.9904233396892715,-0.17378277153558053,0.32659176029962544,0.48903319825288094,0.988396849962805,0.22397003745318353,0.30112359550561796,0.5526091915428127,0.9909107232943711,0.038202247191011236,0.3093632958801498,0.46864633617496204,0.9913468033620918,0.14382022471910114,0.4659176029962547,0.42958193936741024,0.0,1.0,0.0
0.9899435382154013,-0.7406049495875344,1.0,0.3900034604879314,0.9831037897962466,0.6012832263978002,0.8185151237396884,1.0,0.9886568528692237,0.13932172318973418,0.5912007332722273,0.9001184641231261,0.9899943284264346,0.3629697525206233,0.5499541704857929,0.709167601239978,0.9933464823546342,0.5022914757103575,0.6278643446379468,0.5144314252680843,0.9979429964531502,0.01008249312557287,0.19706691109074242,0.2991365344960435,0.998086902051078,0.0614115490375802,0.3785517873510541,0.41426414678266504,0.9986540594076169,0.06782768102658111,0.2648945921173236,0.3589729520291478,0.9992296817993279,0.22823098075160403,0.4142988084326306,0.2833368317822393,0.0,1.0,0.0
0.9838064409030545,-0.2619212163096061,0.42225293711126466,0.5466338325513771,0.9807021912350598,0.9108500345542502,1.0,1.0,0.9916417662682603,0.51209398756047,0.5784381478921907,0.8044186564301483,0.9977921646746348,-0.2736696613683483,0.437456807187284,0.5560795422538045,0.9945053120849934,0.14443676572218384,0.40221147201105734,0.5616559768015172,0.9962400398406375,0.09813407049067036,0.33586731167933653,0.46363648556935266,0.9974186586985392,-0.07049067035245335,0.22667588113337941,0.4073136382292111,0.9966135458167331,0.2425708362128542,0.36005528680027643,0.4305612112140307,0.9995268924302789,0.04284727021423635,0.19972356599861782,0.34159283014515146,0.0,1.0,0.0
0.9933159277558372,-0.3646496815286624,0.445859872611465,0.48221286706509103,0.9895318670786721,0.1305732484076433,0.5628980891719745,1.0,0.990886858238181,0.7746815286624203,1.0,0.8183081836395523,0.9989259216418527,-0.5812101910828026,0.8686305732484076,0.7672382231226323,0.9928945585537948,0.21178343949044587,0.6027070063694268,0.5459026831202628,0.9950427152700894,-0.044585987261146494,0.4554140127388535,0.6015915449209431,0.9945800353619644,0.3288216560509554,0.5676751592356688,0.5245648482105594,0.9980336103904688,-0.03105095541401274,0.39171974522292996,0.3799499283241733,0.9977113868830246,-0.445859872611465,0.5310509554140127,0.47425434191130555,0.0,0.0,1.0
0.9864327389267812,-0.1828231292517007,0.5093537414965986,0.5841951460797011,0.9846659544744844,-0.01020408163265306,0.7117346938775511,1.0,0.9845262552387214,0.7933673469387755,1.0,0.9022455076180125,0.9921439723888569,0.42772108843537415,0.7355442176870748,0.7000251221940917,0.9962363382365026,-0.125,0.3945578231292517,0.4657069033967029,0.9950694387377763,-0.1870748299319728,0.38945578231292516,0.3597857454327721,0.9932122606623387,0.3707482993197279,0.5144557823129252,0.4398966475538402,0.9968362231900731,0.2891156462585034,0.4421768707482993,0.4357245409992906,0.9996302079053332,0.11054421768707483,0.2602040816326531,0.36132041210811655,0.0,1.0,0.0
