<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.03.01	14:30:00	112130	112670	112080	112145	270526	1091329	5
2021.03.01	15:00:00	112145	112210	111700	112050	272110	1100349	5
2021.03.01	15:30:00	112050	112435	112010	112345	250935	1060029	5
2021.03.01	16:00:00	112340	112555	112205	112355	229578	1049081	5
2021.03.01	16:30:00	112350	112435	111390	111420	243646	1067163	5
2021.03.01	17:00:00	111420	111645	110875	111085	326208	1446765	5
2021.03.01	17:30:00	111085	111235	110250	110340	245091	1013017	5
2021.03.01	18:00:00	110345	110470	110060	110470	86420	339869	5
2021.03.02	09:00:00	110000	110600	109570	109670	350814	1085242	5
2021.03.02	09:30:00	109675	109740	108960	109330	349756	1174173	5
2021.03.02	10:00:00	109335	109345	107795	108195	524674	1853173	5
2021.03.02	10:30:00	108190	108565	107330	108415	447767	1780374	5
2021.03.02	11:00:00	108410	108735	107715	108635	432646	1640398	5
2021.03.02	11:30:00	108635	108895	107870	108535	477770	1919001	5
2021.03.02	12:00:00	108535	109390	108440	108745	385200	1555075	5
2021.03.02	12:30:00	108745	109375	108725	109270	314550	1328813	5
2021.03.02	13:00:00	109275	109305	108465	108680	255366	1096978	5
2021.03.02	13:30:00	108675	108960	108280	108890	268227	1099906	5
2021.03.02	14:00:00	108890	109930	108790	109865	302437	1307930	5
2021.03.02	14:30:00	109865	110370	109780	110075	305796	1348592	5
2021.03.02	15:00:00	110075	110635	110075	110340	268438	1217984	5
2021.03.02	15:30:00	110340	112190	110090	111925	337625	1448869	5
2021.03.02	16:00:00	111930	112080	110570	110910	331572	1369791	5
2021.03.02	16:30:00	110910	112620	110905	112380	311439	1211966	5
2021.03.02	17:00:00	112380	112630	111725	112035	228050	844068	5
2021.03.02	17:30:00	112035	112360	111395	111560	230008	744773	5
2021.03.02	18:00:00	111560	112185	111425	111980	80425	290704	5
2021.03.03	09:00:00	112650	112650	111795	111815	314907	964173	5
2021.03.03	09:30:00	111815	111935	111450	111540	282104	853970	5
2021.03.03	10:00:00	111545	111550	110920	111305	534414	1593173	5
2021.03.03	10:30:00	111305	111520	110925	111145	510188	1721982	5
2021.03.03	11:00:00	111140	111335	110275	110380	455381	1597234	5
2021.03.03	11:30:00	110375	110785	109380	109540	514423	1867246	5
2021.03.03	12:00:00	109535	109740	108870	109110	500454	1902417	5
2021.03.03	12:30:00	109110	109375	108670	108970	420718	1585916	5
2021.03.03	13:00:00	108970	109445	108550	109375	349008	1328514	5
2021.03.03	13:30:00	109380	109600	108910	109260	340544	1287460	5
2021.03.03	14:00:00	109260	109355	108920	109005	266542	1019305	5
2021.03.03	14:30:00	109005	109430	108760	109035	313875	1184941	5
2021.03.03	15:00:00	109040	109040	108315	108570	385048	1381985	5
2021.03.03	15:30:00	108570	108575	107940	108130	342316	1255707	5
2021.03.03	16:00:00	108125	108265	107550	108080	363174	1410551	5
2021.03.03	16:30:00	108075	112775	107805	111835	810904	2640379	5
2021.03.03	17:00:00	111830	112385	110455	111340	508002	1170470	5
2021.03.03	17:30:00	111335	111935	110865	111105	407108	783438	5
2021.03.03	18:00:00	111110	111690	110905	111335	115338	256269	5
2021.03.04	09:00:00	111600	112895	111000	112665	399352	1082511	5
2021.03.04	09:30:00	112665	112670	111925	111985	316203	908061	5
2021.03.04	10:00:00	111980	112610	111440	112595	641089	1736106	5
2021.03.04	10:30:00	112595	113425	112170	113295	474705	1412449	5
2021.03.04	11:00:00	113300	113965	113190	113850	389192	1243691	5
2021.03.04	11:30:00	113855	114375	113300	113425	555629	1754952	5
2021.03.04	12:00:00	113425	113530	112725	113460	499417	1654662	5
2021.03.04	12:30:00	113460	114700	113395	114270	432086	1335567	5
2021.03.04	13:00:00	114265	114520	113330	114125	414229	1318328	5
2021.03.04	13:30:00	114130	114205	113480	113815	293960	952923	5
2021.03.04	14:00:00	113810	114260	113245	113645	432642	1407792	5
2021.03.04	14:30:00	113645	113730	112580	112655	465245	1518538	5
