datetime;label;cluster;retorno_total;pavio_contra
2022-06-13;Lateral;0;-0.000243819183693373;0.0018530257960696348
2022-06-14;Indefinido;-1;-0.008699455676516329;0.00145800933125972
2022-06-15;Lateral;0;-0.005333207475929772;0.00042476873702095523
2022-06-17;Indefinido;-1;-0.012723268901394667;0.00024467824810374357
2022-06-20;Indefinido;-1;0.010420284821118444;0.0030764650424254456
2022-06-21;Lateral;0;-0.003472052423101374;0.0012714558169103624
2022-06-22;Compra;1;0.009014842115748581;0.0017432015140950293
2022-06-23;Indefinido;-1;0.0037580972160411413;0.004302032339415517
2022-06-24;Lateral;0;0.003594787558040841;4.992760497278945e-05
2022-06-27;Lateral;0;0.006663726787201725;9.799598216473124e-05
2022-06-28;Lateral;0;-0.006461256569747818;0.0014465499783017503
2022-06-29;Lateral;0;-0.0071949488522343496;0.001468356908619255
2022-06-30;Indefinido;-1;0.0005515996389529636;0.005867014341590613
2022-07-01;Lateral;0;-0.0018102277869965304;0.003017046311660884
2022-07-04;Lateral;0;0.0071668420788853805;0.0006014133213050669
2022-07-05;Lateral;0;0.0004071454018016184;0.0013741157310804622
2022-07-06;Lateral;0;-0.006200310015500775;0.0016000800040002
2022-07-07;Lateral;0;-0.0017648789096970292;0.002059025394646534
2022-07-08;Lateral;0;0.0037845276712867395;0.0026540843409023885
2022-07-11;Lateral;0;-0.0034553558014923133;0.0003505433421803796
2022-07-12;Lateral;0;0.007824010567494792;0.0008636894782299446
2022-07-13;Indefinido;-1;0.009300444803881924;0.004650222401940962
2022-07-14;Lateral;0;-0.0008767858063850637;5.157563566970963e-05
2022-07-15;Indefinido;-1;0.010332294911734164;5.1921079958463136e-05
2022-07-18;Lateral;0;0.0012616704516780217;0.003128942720161494
2022-07-19;Lateral;0;0.0005091908956667855;0.002953307194867356
2022-07-20;Lateral;0;0.005340793489318413;0.0022380467955239063
2022-07-21;Lateral;0;-0.00035523978685612787;0.00045673686881502157
2022-07-22;Lateral;0;0.005709134615384615;0.002003205128205128
2022-07-25;Lateral;0;-0.0011891195560620323;0.0018332259822622999
2022-07-26;Lateral;0;-0.00321082789962458;9.879470460383324e-05
2022-07-27;Lateral;0;0.0024808970923886078;0.0015381561972809368
2022-07-28;Lateral;0;-0.0002451340883463254;0.0015198313477472177
2022-07-29;Lateral;0;0.003874279626132016;0.0007748559252264032
2022-08-01;Indefinido;-1;0.00518310404960279;0.003923658205774075
2022-08-02;Indefinido;-1;0.009107290702771149;0.004870208931963181
2022-08-03;Lateral;0;-0.004906204906204906;4.81000481000481e-05
2022-08-04;Lateral;0;0.0005209319946959651;0.0017995832544042433
2022-08-05;Indefinido;-1;0.005470868792668101;0.0031328906761432713
2022-08-08;Lateral;0;-0.0008300285898736512;0.00023056349718712533
2022-08-09;Lateral;0;-0.0034932892075749218;0.0017006802721088435
2022-08-10;Lateral;0;0.0030422739862870636;0.003723380102619988
2022-08-11;Lateral;0;-0.005168074779795075;0.00017975912277548085
2022-08-12;Lateral;0;-0.0022028412156087033;0.001303722352094947
2022-08-15;Lateral;0;0.0037066809574848162;0.002411575562700965
2022-08-16;Indefinido;-1;-0.004058405752349023;0.0029996912082579734
2022-08-17;Lateral;0;0.00017328019407381737;0.001256281407035176
2022-08-18;Lateral;0;0.001295728415324148;0.0017708288342763356
2022-08-19;Lateral;0;-0.003376748673420164;0.001447178002894356
2022-08-22;Lateral;0;0.001115324559446799;0.0026767789426723177
2022-08-23;Lateral;0;0.0019332161687170475;0.00030755711775043936
2022-08-24;Lateral;0;0.002039399461945674;0.0006942636466198039
2022-08-25;Lateral;0;-0.0017791277934476025;0.0020394879583423738
2022-08-26;Lateral;0;-0.0060274923030224185;0.0006938120636572568
2022-08-29;Lateral;0;0.003336113427856547;0.00030727360519731354
2022-08-30;Lateral;0;-0.0016322569260631727;0.0014999117698958884
2022-08-31;Lateral;0;4.448794376723908e-05;0.0019129815819912803
2022-09-01;Lateral;0;-0.005162342073087895;0.0009056740479101572
2022-09-02;Indefinido;-1;0.012923351158645277;0.000980392156862745
2022-09-05;Lateral;0;-0.002719894713753016;0.00021934634788330776
2022-09-06;Lateral;0;0.002252150804017837;0.003107968109544615
2022-09-08;Lateral;0;-0.006209515300424392;0.00017869108778199687
2022-09-09;Lateral;0;0.004072778786134845;0.0003098853424233034
2022-09-12;Lateral;0;-0.005157990550908066;8.66889168219843e-05
2022-09-13;Indefinido;-1;-0.0037471345441721037;0.004364309645565156
2022-09-14;Lateral;0;-0.0017364976178814728;0.0005788325392938243
2022-09-15;Indefinido;-1;-0.01339764201500536;0.0008038585209003215
2022-09-16;Lateral;0;0.0031041723728658815;9.129918743723181e-05
2022-09-19;Compra;1;0.00953808420765772;0.0019530362901394377
2022-09-20;Lateral;0;0.0020866631148996626;0.0009767359261232463
2022-09-21;Lateral;0;-0.0027476179924662085;0.0030135165078661644
2022-09-22;Lateral;0;-0.002209163610657005;0.002120797066230725
2022-09-23;Lateral;0;-0.003613329169826471;0.0015613150733818084
2022-09-26;Lateral;0;-0.005828289621161175;0.0017036538892624973
2022-09-27;Lateral;0;0.001226269415932419;0.004723408120628577
2022-09-28;Lateral;0;0.0017452006980802793;0.003444475062000551
2022-09-29;Indefinido;-1;0.004994631937637119;0.00546141996919199
2022-09-30;Lateral;0;0.002793040293040293;0.002655677655677656
2022-10-03;Indefinido;-1;0.009903149812407294;0.00030538347439141433
2022-10-04;Lateral;0;-0.0009788067069537833;0.0029789769342071664
2022-10-05;Lateral;0;-0.00413610779464438;4.264028654272557e-05
2022-10-06;Lateral;0;-0.00429980608717646;0.00012646488491695472
2022-10-07;Lateral;0;-0.0010616612875828095;0.0006794632240529981
2022-10-10;Lateral;0;-0.0021932653851115987;0.0015051821270373716
2022-10-11;Lateral;0;0.0;0.003558564423035195
2022-10-13;Lateral;0;0.0004328816934331847;0.004675122289078395
2022-10-14;Lateral;0;-0.0070280694236125995;0.0012856224555388902
2022-10-17;Lateral;0;0.004556896102768857;0.0018227584411075427
2022-10-18;Lateral;0;-0.00446979694351028;0.0019156272615044058
2022-10-19;Lateral;0;0.001700174267862456;0.000977600204020912
2022-10-20;Lateral;0;0.004965285083105407;0.000547022932884494
2022-10-21;Lateral;0;0.002210728288979728;0.0002919829815633603
2022-10-24;Lateral;0;-0.0014639451229713904;0.00020913501756734148
2022-10-25;Lateral;0;0.001107797187899446;0.001832126118449084
2022-10-26;Lateral;0;0.0013926364348507269;4.3519888589085215e-05
2022-10-27;Indefinido;-1;-0.0036748811067877215;0.003329009943795936
2022-10-28;Lateral;0;-0.004655172413793103;0.002413793103448276
2022-10-31;Indefinido;-1;-0.003313931257169563;0.006500403619832604
2022-11-01;Indefinido;-1;0.002504563399414187;0.006707135883176975
2022-11-03;Indefinido;-1;0.010104902590451723;0.003639477627916934
2022-11-04;Indefinido;-1;0.008692035766271575;0.0036598045331669785
2022-11-07;Indefinido;-1;-0.01583644057145251;0.0031421509070342283
2022-11-08;Lateral;0;-0.002264860476048032;0.003845989487628734
2022-11-09;Lateral;0;0.0010276612143530015;0.002312237732294254
2022-11-10;Indefinido;-1;-0.01248671625929862;0.005402054551895147
2022-11-11;Lateral;0;-0.0017852360974738909;0.0026778541462108363
2022-11-14;Indefinido;-1;-0.004353370564179236;0.004001583043841519
2022-11-16;Lateral;0;-0.004821942048219421;0.0015925680159256802
2022-11-17;Indefinido;-1;0.004746981288598027;0.0035487141672043507
2022-11-18;Indefinido;-1;-0.01495992876224399;0.0016473731077471059
2022-11-21;Indefinido;-1;-0.011221776555951147;0.0006309432601739601
2022-11-22;Indefinido;-1;-0.004154624277456647;0.0038385115606936414
2022-11-23;Lateral;0;0.0020635575732562937;0.0013298482138762782
2022-11-24;Indefinido;-1;0.014600513721779099;0.0011265828489027082
2022-11-25;Lateral;0;-0.00367745986187102;0.0018835770024217418
2022-11-28;Lateral;0;0.0023750799305745866;0.0033342468256143233
2022-11-29;Indefinido;-1;0.013292201605952002;0.0012702445220704986
2022-11-30;Lateral;0;0.004869332142059415;0.0007147643511279875
2022-12-01;Lateral;0;0.0038423733357162006;0.0009829327137878653
2022-12-02;Indefinido;-1;0.023553162853297442;0.0003589053387169134
2022-12-05;Lateral;0;-0.007403419033517297;0.0005832996814286355
2022-12-06;Lateral;0;0.003218786834708496;0.0026294314987759543
2022-12-07;Lateral;0;-0.0010436992331079547;0.0010890774606343875
2022-12-08;Lateral;0;0.0003205128205128205;0.004304029304029304
2022-12-09;Lateral;0;0.0058615556382582805;0.00013956084852995905
2022-12-12;Indefinido;-1;-0.011425049777187826;0.001896273821939888
2022-12-13;Indefinido;-1;-0.00014168319637291018;0.006045149711910834
2022-12-14;Indefinido;-1;-0.009668047816354717;0.000714387769681383
2022-12-15;Compra;1;0.008436233386747101;0.001979451409180884
2022-12-16;Lateral;0;-0.00166073546856465;0.0013760379596678529
2022-12-19;Lateral;0;0.0010452796122962893;0.0035634532237373497
2022-12-20;Lateral;0;0.0074685353372366415;0.00046102069982942236
2022-12-21;Indefinido;-1;0.0036944675348665372;0.004710446106954835
2022-12-22;Indefinido;-1;-0.0009617145997435428;0.009525554130793186
2022-12-23;Lateral;0;0.003795066413662239;0.0009487666034155598
2022-12-26;Lateral;0;0.001087498300783905;0.0036703067651456794
2022-12-27;Lateral;0;0.0029763267548880445;0.0018315856953157197
2022-12-28;Lateral;0;-0.00013451105232479936;0.004214679639510379
2022-12-29;Lateral;0;-0.0040019565120725685;0.0015563164213615545
2023-01-02;Lateral;0;-0.0021296296296296298;0.0012037037037037038
2023-01-03;Indefinido;-1;0.0025693730729701952;0.0051387461459403904
2023-01-04;Lateral;0;-0.000992063492063492;0.0012755102040816326
2023-01-05;Lateral;0;0.00560878709978967;0.0009347978499649451
2023-01-06;Indefinido;-1;-0.010183299389002037;0.0006788866259334691
2023-01-09;Lateral;0;0.0006375227686703097;0.002185792349726776
2023-01-10;Lateral;0;0.005728053825521662;0.00018184297858798927
2023-01-11;Lateral;0;0.0033862056674389593;0.0023168775619319196
2023-01-12;Lateral;0;-0.0066442239546420975;0.001151665485471297
2023-01-13;Lateral;0;0.0017416156834725138;0.004019113115705801
2023-01-16;Lateral;0;-0.004730155869898189;0.00045049103522839894
2023-01-17;Lateral;0;0.004090439160336225;0.0015282959500157324
2023-01-18;Lateral;0;-0.0003517720517104916;0.003605663530032539
2023-01-19;Lateral;0;-0.0021651716671821837;0.0034465997967389863
2023-01-20;Lateral;0;0.0017294133297858188;0.001862445124384728
2023-01-23;Lateral;0;-0.0015419860780685522;0.00044056745087672923
2023-01-24;Indefinido;-1;-0.0012846637724816161;0.0065119163639585365
2023-01-25;Lateral;0;-0.0022090660068922858;0.0015021648846867545
