datetime;Abertura;Fechamento;Maxima;Minima;Volume_Real;Volume_Tick;label
2023-03-15 09:40:00;102500;102175;102500;102125;315515;107354;Lateral
2023-03-15 09:45:00;102170;102390;102400;102065;238898;86859;Lateral
2023-03-15 09:50:00;102385;102440;102475;102350;145551;50562;Lateral
2023-03-15 09:55:00;102445;102360;102450;102300;109003;37902;Lateral
2023-03-15 10:00:00;102365;102150;102375;102090;219229;74512;Lateral
2023-03-15 10:05:00;102155;102090;102215;101930;322172;109904;Lateral
2023-03-15 10:10:00;102090;102185;102220;101990;234233;85930;Lateral
2023-03-15 10:15:00;102180;102300;102350;102090;304509;96090;Lateral
2023-03-15 10:20:00;102295;102170;102350;102085;195338;67890;Lateral
2023-03-15 10:25:00;102170;102020;102265;102015;198481;70301;Lateral
2023-03-15 10:30:00;102020;102150;102225;101870;420872;147844;Lateral
2023-03-15 10:35:00;102150;102395;102450;102060;302299;106445;Lateral
2023-03-15 10:40:00;102395;102570;102570;102265;319774;108073;Lateral
2023-03-15 10:45:00;102570;102315;102595;102275;234241;83553;Lateral
2023-03-15 10:50:00;102315;102195;102410;102050;270040;91432;Lateral
2023-03-15 10:55:00;102195;101935;102230;101800;310962;108443;Lateral
2023-03-15 11:00:00;101940;101995;102060;101730;328547;110581;Lateral
2023-03-15 11:05:00;101995;102130;102185;101860;251844;85694;Lateral
2023-03-15 11:10:00;102130;101845;102300;101825;325978;104852;Lateral
2023-03-15 11:15:00;101845;101850;101970;101705;285129;92027;Lateral
2023-03-15 11:20:00;101850;101765;101995;101700;258864;84714;Lateral
2023-03-15 11:25:00;101765;101770;101830;101610;268705;86032;Lateral
2023-03-15 11:30:00;101765;101660;101930;101655;224474;75173;Lateral
2023-03-15 11:35:00;101665;101645;101810;101575;228105;76935;Lateral
2023-03-15 11:40:00;101645;101620;101690;101485;214957;72847;Lateral
2023-03-15 11:45:00;101620;101590;101705;101515;177169;57767;Lateral
2023-03-15 11:50:00;101595;101660;101735;101545;136413;45783;Lateral
2023-03-15 11:55:00;101660;101865;101890;101645;130458;44430;Lateral
2023-03-16 09:00:00;103590;103655;103870;103550;159817;67107;Venda
2023-03-16 09:05:00;103655;103545;103680;103540;147578;48624;Venda
2023-03-16 09:10:00;103545;103720;103810;103545;136514;44847;Venda
2023-03-16 09:15:00;103720;103605;103770;103605;89440;31444;Venda
2023-03-16 09:20:00;103605;103565;103625;103480;148225;49768;Venda
2023-03-16 09:25:00;103565;103430;103620;103430;113638;41524;Venda
2023-03-16 09:30:00;103430;103590;103600;103420;127164;46082;Venda
2023-03-16 09:35:00;103585;103565;103720;103530;154277;55139;Venda
2023-03-16 09:40:00;103565;103470;103655;103450;218154;74267;Venda
2023-03-16 09:45:00;103470;103590;103630;103450;127262;45313;Venda
2023-03-16 09:50:00;103590;103640;103740;103550;146358;50689;Venda
2023-03-16 09:55:00;103635;103635;103695;103585;96877;33069;Venda
2023-03-16 10:00:00;103635;103445;103645;103335;264693;86160;Venda
2023-03-16 10:05:00;103445;103780;103825;103440;247205;84393;Venda
2023-03-16 10:10:00;103775;103700;103930;103660;227304;83032;Venda
2023-03-16 10:15:00;103705;103470;103760;103285;361810;146674;Venda
2023-03-16 10:20:00;103470;103615;103615;103355;224627;81730;Venda
2023-03-16 10:25:00;103610;103675;103815;103525;197260;69678;Venda
2023-03-16 10:30:00;103675;103660;103915;103560;343147;119038;Venda
2023-03-16 10:35:00;103660;104015;104040;103530;336973;115095;Venda
2023-03-16 10:40:00;104020;104000;104220;103930;305330;106429;Venda
2023-03-16 10:45:00;103995;103825;104070;103790;218824;78547;Venda
2023-03-16 10:50:00;103825;104085;104135;103800;278969;92399;Venda
2023-03-16 10:55:00;104085;104190;104275;104025;238338;82147;Venda
2023-03-16 11:00:00;104190;103915;104300;103905;253959;86996;Venda
2023-03-16 11:05:00;103910;103730;103930;103715;216460;73105;Venda
2023-03-16 11:10:00;103725;103795;103890;103700;183198;59917;Venda
2023-03-16 11:15:00;103795;103385;103810;103335;302013;97195;Venda
2023-03-16 11:20:00;103385;103410;103530;103335;202080;65221;Venda
2023-03-16 11:25:00;103405;103450;103470;103350;143865;46631;Venda
2023-03-16 11:30:00;103450;103365;103550;103305;231286;73742;Venda
2023-03-16 11:35:00;103360;103365;103460;103265;209488;65912;Venda
2023-03-16 11:40:00;103365;103365;103480;103220;234776;78198;Venda
2023-03-16 11:45:00;103365;103575;103640;103280;219306;69415;Venda
2023-03-16 11:50:00;103575;103800;103825;103555;211146;65117;Venda
2023-03-16 11:55:00;103800;103920;104050;103770;279902;84592;Venda
2023-03-17 09:00:00;104275;104050;104335;104010;156248;62167;Venda
2023-03-17 09:05:00;104055;103995;104070;103950;130524;41513;Venda
2023-03-17 09:10:00;103990;103930;104010;103920;69621;23676;Venda
2023-03-17 09:15:00;103930;103910;103995;103905;74674;25655;Venda
2023-03-17 09:20:00;103915;103725;103920;103675;192919;63688;Venda
2023-03-17 09:25:00;103725;103765;103790;103710;74855;24654;Venda
2023-03-17 09:30:00;103765;103710;103820;103705;107204;36396;Venda
2023-03-17 09:35:00;103705;103635;103760;103625;154840;50680;Venda
2023-03-17 09:40:00;103640;103775;103790;103635;119215;38242;Venda
2023-03-17 09:45:00;103775;103675;103780;103635;120406;36625;Venda
2023-03-17 09:50:00;103680;103715;103750;103660;89825;25886;Venda
2023-03-17 09:55:00;103720;103685;103735;103600;106404;33479;Venda
2023-03-17 10:00:00;103690;103600;103710;103570;198999;62673;Venda
2023-03-17 10:05:00;103600;103315;103635;103205;327135;101721;Venda
2023-03-17 10:10:00;103315;103285;103375;103260;153729;48405;Venda
2023-03-17 10:15:00;103290;103345;103365;103235;118140;38672;Venda
2023-03-17 10:20:00;103345;103445;103495;103285;156861;51135;Venda
2023-03-17 10:25:00;103445;103290;103490;103270;169352;55950;Venda
2023-03-17 10:30:00;103290;102970;103335;102965;369944;115984;Venda
2023-03-17 10:35:00;102965;103040;103120;102870;308230;95527;Venda
2023-03-17 10:40:00;103040;102965;103100;102930;148148;47392;Venda
2023-03-17 10:45:00;102965;102880;102980;102775;218291;66028;Venda
2023-03-17 10:50:00;102880;102935;102970;102855;114254;37483;Venda
2023-03-17 10:55:00;102935;102945;103000;102900;94582;30617;Venda
2023-03-17 11:00:00;102940;103060;103085;102920;160944;52752;Venda
2023-03-17 11:05:00;103055;102895;103065;102810;153671;48702;Venda
2023-03-17 11:10:00;102895;102880;102950;102840;104590;36212;Venda
2023-03-17 11:15:00;102880;102675;102930;102665;233408;69484;Venda
2023-03-17 11:20:00;102675;102490;102705;102375;324283;90030;Venda
2023-03-17 11:25:00;102490;102525;102540;102335;187570;55882;Venda
2023-03-17 11:30:00;102525;102520;102590;102460;145179;44574;Venda
2023-03-17 11:35:00;102525;102690;102715;102475;141936;43304;Venda
2023-03-17 11:40:00;102685;102595;102730;102580;134715;40919;Venda
2023-03-17 11:45:00;102600;102715;102730;102555;139868;42015;Venda
2023-03-17 11:50:00;102715;102630;102725;102570;115394;32989;Venda
2023-03-17 11:55:00;102635;102620;102665;102595;69531;19316;Venda
2023-03-20 09:00:00;102760;102740;102955;102680;166425;57790;Lateral
2023-03-20 09:05:00;102745;103020;103060;102725;156759;53753;Lateral
2023-03-20 09:10:00;103020;102955;103080;102930;104447;36839;Lateral
2023-03-20 09:15:00;102955;102725;102965;102695;155223;50531;Lateral
2023-03-20 09:20:00;102720;102770;102890;102690;144940;51139;Lateral
2023-03-20 09:25:00;102770;102760;102825;102665;130210;47081;Lateral
2023-03-20 09:30:00;102760;102740;102840;102670;117543;43547;Lateral
2023-03-20 09:35:00;102740;102760;102845;102720;124810;42815;Lateral
2023-03-20 09:40:00;102765;102670;102840;102635;140459;45118;Lateral
2023-03-20 09:45:00;102665;102755;102775;102605;147740;49331;Lateral
2023-03-20 09:50:00;102760;102835;102880;102755;142446;45824;Lateral
2023-03-20 09:55:00;102835;102735;102855;102690;111670;35329;Lateral
2023-03-20 10:00:00;102735;102735;102855;102655;274903;80323;Lateral
2023-03-20 10:05:00;102730;102925;102965;102615;263421;83572;Lateral
2023-03-20 10:10:00;102920;103000;103015;102780;289682;93445;Lateral
2023-03-20 10:15:00;103000;102910;103070;102860;224657;74161;Lateral
2023-03-20 10:20:00;102915;102860;102975;102770;177293;59162;Lateral
2023-03-20 10:25:00;102860;102560;102900;102525;296868;90075;Lateral
2023-03-20 10:30:00;102560;102220;102595;102220;391129;124088;Lateral
2023-03-20 10:35:00;102220;102130;102275;101955;377701;116375;Lateral
2023-03-20 10:40:00;102125;102115;102230;102060;189174;60237;Lateral
2023-03-20 10:45:00;102115;102270;102285;101880;341725;107140;Lateral
2023-03-20 10:50:00;102265;102145;102375;102130;245997;72985;Lateral
2023-03-20 10:55:00;102140;102245;102280;102110;163763;53360;Lateral
2023-03-20 11:00:00;102245;102110;102430;102080;262717;81929;Lateral
2023-03-20 11:05:00;102115;101835;102135;101800;246519;77501;Lateral
2023-03-20 11:10:00;101830;102110;102140;101730;264798;84245;Lateral
2023-03-20 11:15:00;102115;101980;102225;101940;198862;62454;Lateral
2023-03-20 11:20:00;101980;102410;102445;101955;223409;69772;Lateral
2023-03-20 11:25:00;102405;102460;102565;102405;205501;63508;Lateral
2023-03-20 11:30:00;102465;102420;102535;102360;145775;48945;Lateral
2023-03-20 11:35:00;102420;102365;102470;102275;133259;43416;Lateral
2023-03-20 11:40:00;102365;102350;102500;102305;155494;47969;Lateral
2023-03-20 11:45:00;102345;102540;102540;102305;124727;41542;Lateral
2023-03-20 11:50:00;102540;102330;102575;102315;146534;45124;Lateral
2023-03-20 11:55:00;102335;102415;102425;102280;109565;34158;Lateral
2023-03-21 09:00:00;102430;102375;102440;102260;156810;50102;Venda
2023-03-21 09:05:00;102375;102375;102500;102315;171542;53518;Venda
2023-03-21 09:10:00;102370;102275;102405;102235;106975;34636;Venda
2023-03-21 09:15:00;102270;102120;102305;102110;143499;46411;Venda
2023-03-21 09:20:00;102120;102020;102135;101935;207668;63938;Venda
2023-03-21 09:25:00;102025;101940;102075;101920;104603;35980;Venda
2023-03-21 09:30:00;101940;102030;102035;101800;236434;72978;Venda
2023-03-21 09:35:00;102030;102025;102080;101985;107918;34472;Venda
2023-03-21 09:40:00;102025;101925;102030;101885;145051;45534;Venda
2023-03-21 09:45:00;101925;101915;101950;101870;73519;23628;Venda
2023-03-21 09:50:00;101915;101860;101925;101835;85202;28386;Venda
2023-03-21 09:55:00;101860;101840;101900;101810;83838;27283;Venda
2023-03-21 10:00:00;101845;101950;101970;101800;135319;43529;Venda
2023-03-21 10:05:00;101950;101985;102030;101730;316760;100567;Venda
2023-03-21 10:10:00;101980;102105;102135;101890;214881;71660;Venda
2023-03-21 10:15:00;102105;102070;102155;101960;194674;63828;Venda
2023-03-21 10:20:00;102070;102165;102245;102030;234245;75797;Venda
2023-03-21 10:25:00;102160;102215;102250;102045;198058;61428;Venda
2023-03-21 10:30:00;102210;102140;102345;102115;266729;84664;Venda
2023-03-21 10:35:00;102140;101920;102160;101885;262137;85698;Venda
2023-03-21 10:40:00;101915;102080;102090;101870;203996;66067;Venda
2023-03-21 10:45:00;102085;102215;102310;102060;234687;72594;Venda
2023-03-21 10:50:00;102220;102195;102230;102005;199487;65351;Venda
2023-03-21 10:55:00;102195;102165;102245;102110;166339;50628;Venda
2023-03-21 11:00:00;102175;102025;102230;102020;163209;50042;Venda
2023-03-21 11:05:00;102025;101990;102105;101915;220226;72707;Venda
2023-03-21 11:10:00;101990;101895;102115;101890;205408;68805;Venda
2023-03-21 11:15:00;101895;101765;101925;101700;220274;70419;Venda
2023-03-21 11:20:00;101765;101715;101820;101625;209886;65443;Venda
2023-03-21 11:25:00;101710;101825;101850;101695;190398;57741;Venda
2023-03-21 11:30:00;101825;101795;101875;101740;156573;48523;Venda
2023-03-21 11:35:00;101795;101840;101875;101535;300085;91355;Venda
2023-03-21 11:40:00;101845;101895;101910;101700;179949;56889;Venda
2023-03-21 11:45:00;101890;101940;101955;101860;122202;33387;Venda
2023-03-21 11:50:00;101940;101915;102005;101750;207452;60766;Venda
2023-03-21 11:55:00;101920;102020;102045;101880;143353;41654;Venda
2023-03-22 09:00:00;101750;101695;101890;101475;188106;68460;Compra
2023-03-22 09:05:00;101690;101590;101800;101585;152677;50883;Compra
2023-03-22 09:10:00;101595;101465;101630;101450;147149;46331;Compra
2023-03-22 09:15:00;101470;101600;101665;101460;169380;53330;Compra
2023-03-22 09:20:00;101595;101595;101645;101540;130328;36342;Compra
2023-03-22 09:25:00;101595;101585;101605;101525;73485;23821;Compra
2023-03-22 09:30:00;101580;101585;101680;101565;124750;38868;Compra
2023-03-22 09:35:00;101585;101675;101710;101550;126734;38027;Compra
2023-03-22 09:40:00;101675;101625;101690;101590;81784;26534;Compra
2023-03-22 09:45:00;101625;101595;101680;101575;75734;24381;Compra
2023-03-22 09:50:00;101590;101590;101635;101550;81751;26462;Compra
2023-03-22 09:55:00;101590;101585;101610;101550;50482;15128;Compra
2023-03-22 10:00:00;101585;101495;101640;101480;162293;51217;Compra
2023-03-22 10:05:00;101495;101490;101540;101400;204275;64227;Compra
2023-03-22 10:10:00;101495;101515;101560;101345;251569;82517;Compra
2023-03-22 10:15:00;101515;101405;101520;101335;163889;53805;Compra
2023-03-22 10:20:00;101400;101480;101555;101360;154738;50289;Compra
2023-03-22 10:25:00;101485;101310;101500;101290;195205;59644;Compra
2023-03-22 10:30:00;101305;101085;101315;100980;403143;122077;Compra
2023-03-22 10:35:00;101085;101055;101155;101020;196879;61993;Compra
2023-03-22 10:40:00;101055;101120;101175;100950;226071;69385;Compra
2023-03-22 10:45:00;101115;100985;101210;100965;210418;65751;Compra
2023-03-22 10:50:00;100985;101135;101145;100950;193222;59699;Compra
2023-03-22 10:55:00;101135;101220;101240;101085;141780;43080;Compra
2023-03-22 11:00:00;101220;101220;101275;101170;137998;44418;Compra
2023-03-22 11:05:00;101215;101350;101395;101210;185175;59921;Compra
2023-03-22 11:10:00;101345;101330;101385;101280;115463;37556;Compra
2023-03-22 11:15:00;101330;101435;101465;101300;184030;58330;Compra
2023-03-22 11:20:00;101435;101400;101450;101375;96656;30635;Compra
2023-03-22 11:25:00;101400;101310;101480;101285;161021;49872;Compra
2023-03-22 11:30:00;101310;101285;101375;101245;194877;58003;Compra
2023-03-22 11:35:00;101285;101425;101460;101265;157736;48423;Compra
2023-03-22 11:40:00;101425;101465;101545;101395;148676;46643;Compra
2023-03-22 11:45:00;101465;101480;101505;101415;108157;32829;Compra
2023-03-22 11:50:00;101480;101470;101540;101435;93842;30081;Compra
2023-03-22 11:55:00;101465;101495;101525;101410;118379;34722;Compra
2023-03-23 09:00:00;100755;100770;100900;100540;225016;78823;Venda
2023-03-23 09:05:00;100770;101090;101135;100755;200885;69203;Venda
2023-03-23 09:10:00;101090;101065;101125;101010;106020;34258;Venda
2023-03-23 09:15:00;101065;100855;101085;100805;173216;55470;Venda
2023-03-23 09:20:00;100855;100900;100940;100820;124090;38981;Venda
2023-03-23 09:25:00;100895;101020;101090;100895;130184;42678;Venda
2023-03-23 09:30:00;101020;101060;101190;100970;186005;67892;Venda
2023-03-23 09:35:00;101060;101140;101210;101030;111157;38035;Venda
2023-03-23 09:40:00;101140;101170;101235;101085;111561;37263;Venda
2023-03-23 09:45:00;101175;101185;101265;101135;138429;42304;Venda
2023-03-23 09:50:00;101190;101265;101270;101065;168715;55464;Venda
2023-03-23 09:55:00;101265;101245;101290;101180;88983;29573;Venda
2023-03-23 10:00:00;101240;101290;101295;101035;227304;71146;Venda
2023-03-23 10:05:00;101290;101160;101325;101160;205665;62829;Venda
2023-03-23 10:10:00;101165;101420;101480;101120;292576;89861;Venda
2023-03-23 10:15:00;101420;101475;101485;101265;217614;69992;Venda
2023-03-23 10:20:00;101480;101595;101680;101425;224799;71392;Venda
2023-03-23 10:25:00;101595;101615;101670;101570;108563;34375;Venda
2023-03-23 10:30:00;101615;101410;101780;101375;303705;96396;Venda
2023-03-23 10:35:00;101405;101295;101525;101235;233018;76283;Venda
2023-03-23 10:40:00;101290;101235;101470;101220;239151;74402;Venda
2023-03-23 10:45:00;101230;101205;101300;101115;242273;76170;Venda
2023-03-23 10:50:00;101210;101375;101405;101190;166454;51968;Venda
2023-03-23 10:55:00;101375;101140;101415;100995;275324;90446;Venda
2023-03-23 11:00:00;101140;100985;101185;100900;224560;73242;Venda
2023-03-23 11:05:00;100980;100925;101085;100905;176567;57391;Venda
2023-03-23 11:10:00;100930;100845;101030;100840;193650;62181;Venda
2023-03-23 11:15:00;100840;100835;100870;100730;215614;67726;Venda
2023-03-23 11:20:00;100835;100510;100895;100500;283828;89657;Venda
2023-03-23 11:25:00;100510;100410;100550;100285;284247;85035;Venda
2023-03-23 11:30:00;100410;100230;100520;100135;259079;80586;Venda
2023-03-23 11:35:00;100230;100160;100270;100115;149079;46213;Venda
2023-03-23 11:40:00;100165;100125;100225;100065;178037;52491;Venda
2023-03-23 11:45:00;100125;100205;100285;100105;153633;45833;Venda
2023-03-23 11:50:00;100200;100315;100355;100175;116074;36332;Venda
2023-03-23 11:55:00;100320;100395;100485;100315;165253;46505;Venda
2023-03-24 09:00:00;97350;97825;97845;97250;214690;86070;Lateral
2023-03-24 09:05:00;97830;98010;98040;97750;185178;72516;Lateral
2023-03-24 09:10:00;98005;98155;98245;97980;205575;65612;Lateral
2023-03-24 09:15:00;98155;98040;98180;97980;165185;52802;Lateral
2023-03-24 09:20:00;98035;98170;98240;98030;145196;49839;Lateral
2023-03-24 09:25:00;98170;98190;98215;98070;93104;33361;Lateral
2023-03-24 09:30:00;98195;98100;98195;98050;98148;34091;Lateral
2023-03-24 09:35:00;98095;98165;98225;98090;91309;30289;Lateral
2023-03-24 09:40:00;98160;98125;98205;97900;231804;79242;Lateral
2023-03-24 09:45:00;98125;98160;98180;98000;157166;51370;Lateral
2023-03-24 09:50:00;98160;98260;98310;98145;176676;56967;Lateral
2023-03-24 09:55:00;98260;98610;98620;98240;310228;95964;Lateral
2023-03-24 10:00:00;98610;98670;98860;98595;306374;100190;Lateral
2023-03-24 10:05:00;98670;98610;98895;98520;286343;94940;Lateral
2023-03-24 10:10:00;98615;98390;98700;98340;249294;81408;Lateral
2023-03-24 10:15:00;98390;98370;98435;98275;191462;62756;Lateral
2023-03-24 10:20:00;98375;98755;98845;98320;296448;95282;Lateral
2023-03-24 10:25:00;98750;98955;99000;98690;264499;81647;Lateral
2023-03-24 10:30:00;98950;98685;99000;98655;265707;89120;Lateral
2023-03-24 10:35:00;98690;98675;98815;98530;246896;78140;Lateral
2023-03-24 10:40:00;98675;98645;98715;98435;234742;71157;Lateral
2023-03-24 10:45:00;98650;98540;98765;98405;301031;95001;Lateral
2023-03-24 10:50:00;98540;98575;98770;98400;267587;83356;Lateral
2023-03-24 10:55:00;98575;98715;98760;98515;184181;56185;Lateral
2023-03-24 11:00:00;98720;98675;98890;98595;258271;77438;Lateral
2023-03-24 11:05:00;98675;98575;98800;98500;189466;58420;Lateral
2023-03-24 11:10:00;98575;98670;98730;98460;163620;48081;Lateral
2023-03-24 11:15:00;98670;98470;98725;98450;170702;51243;Lateral
2023-03-24 11:20:00;98470;98450;98520;98215;294080;86247;Lateral
2023-03-24 11:25:00;98450;98695;98775;98450;228803;68429;Lateral
2023-03-24 11:30:00;98695;98820;99025;98665;322956;92032;Lateral
2023-03-24 11:35:00;98820;98895;98995;98740;178759;52829;Lateral
2023-03-24 11:40:00;98890;98850;98900;98780;130512;37681;Lateral
2023-03-24 11:45:00;98850;98700;98965;98680;197553;57519;Lateral
2023-03-24 11:50:00;98700;98795;98850;98640;147017;43655;Lateral
2023-03-24 11:55:00;98790;98745;98830;98680;111096;34112;Lateral
2023-03-27 09:00:00;99955;99780;100020;99680;180105;66551;Compra
2023-03-27 09:05:00;99785;99630;99860;99605;126260;44572;Compra
2023-03-27 09:10:00;99635;99610;99680;99580;101088;35900;Compra
2023-03-27 09:15:00;99610;99785;99800;99570;119056;42509;Compra
2023-03-27 09:20:00;99780;99795;99860;99720;93921;35426;Compra
2023-03-27 09:25:00;99795;99860;99930;99795;105725;38770;Compra
2023-03-27 09:30:00;99865;100125;100125;99840;155877;54667;Compra
2023-03-27 09:35:00;100120;100165;100215;100065;170804;57933;Compra
2023-03-27 09:40:00;100165;100280;100320;100085;169466;57172;Compra
2023-03-27 09:45:00;100285;100280;100380;100225;134941;46890;Compra
2023-03-27 09:50:00;100275;100305;100395;100260;120285;38209;Compra
2023-03-27 09:55:00;100300;100280;100350;100235;98109;32143;Compra
2023-03-27 10:00:00;100275;100280;100350;100260;119344;34031;Compra
2023-03-27 10:05:00;100280;100205;100345;100200;117786;37435;Compra
2023-03-27 10:10:00;100205;100120;100330;100115;193814;65929;Compra
2023-03-27 10:15:00;100120;100035;100175;100015;169288;61181;Compra
2023-03-27 10:20:00;100035;100005;100115;99900;211889;76973;Compra
2023-03-27 10:25:00;100000;100000;100095;99980;121151;40487;Compra
2023-03-27 10:30:00;100005;99870;100025;99710;336867;112287;Compra
2023-03-27 10:35:00;99865;99640;99950;99595;372644;113215;Compra
2023-03-27 10:40:00;99640;99845;99950;99525;347394;109132;Compra
2023-03-27 10:45:00;99845;99905;99970;99750;235800;73967;Compra
2023-03-27 10:50:00;99910;99760;100020;99730;224419;70156;Compra
2023-03-27 10:55:00;99760;99760;99825;99670;208000;63930;Compra
2023-03-27 11:00:00;99760;100210;100305;99745;379912;111747;Compra
2023-03-27 11:05:00;100210;100125;100255;99990;249094;81274;Compra
2023-03-27 11:10:00;100125;100300;100450;100115;300847;94206;Compra
2023-03-27 11:15:00;100305;100215;100525;100210;235153;76560;Compra
2023-03-27 11:20:00;100220;100295;100370;100195;163798;49567;Compra
2023-03-27 11:25:00;100290;100220;100320;100175;108702;35005;Compra
2023-03-27 11:30:00;100225;100120;100235;100000;215967;68883;Compra
2023-03-27 11:35:00;100120;100165;100180;99970;149106;49818;Compra
2023-03-27 11:40:00;100160;100100;100210;100080;113165;37684;Compra
2023-03-27 11:45:00;100095;100165;100185;100045;99746;32063;Compra
2023-03-27 11:50:00;100165;100170;100195;100035;89664;27792;Compra
2023-03-27 11:55:00;100170;99975;100170;99975;104468;32341;Compra
2023-03-28 09:00:00;100100;100095;100280;100030;142559;54182;Compra
2023-03-28 09:05:00;100095;100105;100200;100045;96199;35708;Compra
2023-03-28 09:10:00;100105;100345;100345;100100;134261;44278;Compra
2023-03-28 09:15:00;100345;100330;100455;100270;184911;59613;Compra
2023-03-28 09:20:00;100330;100180;100360;100170;138380;44219;Compra
2023-03-28 09:25:00;100175;100075;100195;100015;154231;50411;Compra
2023-03-28 09:30:00;100080;100120;100120;100025;99910;33067;Compra
2023-03-28 09:35:00;100115;100085;100165;100085;90282;30911;Compra
2023-03-28 09:40:00;100085;100125;100155;100050;104683;31946;Compra
2023-03-28 09:45:00;100125;100140;100145;100085;58334;16213;Compra
2023-03-28 09:50:00;100140;100090;100150;100055;86091;23224;Compra
2023-03-28 09:55:00;100085;99930;100095;99925;150369;48774;Compra
2023-03-28 10:00:00;99940;99950;99975;99850;210325;65783;Compra
2023-03-28 10:05:00;99945;100005;100080;99865;200543;63079;Compra
2023-03-28 10:10:00;100005;99780;100065;99770;275953;89831;Compra
2023-03-28 10:15:00;99780;100210;100240;99775;292918;94918;Compra
2023-03-28 10:20:00;100210;100140;100215;100080;189822;57714;Compra
2023-03-28 10:25:00;100135;100600;100620;100100;373063;114716;Compra
2023-03-28 10:30:00;100605;100940;100940;100590;450950;131962;Compra
2023-03-28 10:35:00;100940;101105;101265;100895;391551;115110;Compra
2023-03-28 10:40:00;101105;101080;101235;101015;243058;71840;Compra
2023-03-28 10:45:00;101080;101145;101280;101045;201872;62654;Compra
2023-03-28 10:50:00;101145;100955;101195;100925;179507;57606;Compra
2023-03-28 10:55:00;100955;100970;100985;100875;120781;39347;Compra
2023-03-28 11:00:00;100970;101365;101460;100960;382957;115656;Compra
2023-03-28 11:05:00;101365;101455;101490;101210;239104;71508;Compra
2023-03-28 11:10:00;101455;101380;101575;101365;249957;67538;Compra
2023-03-28 11:15:00;101380;101470;101540;101375;145521;42243;Compra
2023-03-28 11:20:00;101470;101430;101520;101405;119457;30156;Compra
2023-03-28 11:25:00;101430;101530;101535;101405;100768;26336;Compra
2023-03-28 11:30:00;101530;101485;101655;101445;264289;73099;Compra
2023-03-28 11:35:00;101490;101620;101625;101470;121391;33456;Compra
2023-03-28 11:40:00;101625;101635;101740;101550;164902;47880;Compra
2023-03-28 11:45:00;101635;101605;101675;101555;118224;34678;Compra
2023-03-28 11:50:00;101605;101360;101610;101340;198060;58674;Compra
2023-03-28 11:55:00;101360;101445;101480;101330;114048;33105;Compra
2023-03-29 09:00:00;102250;102100;102285;102070;148455;57155;Lateral
2023-03-29 09:05:00;102100;102400;102450;102090;205407;70578;Lateral
2023-03-29 09:10:00;102400;102205;102425;102180;139923;46365;Lateral
2023-03-29 09:15:00;102210;102305;102355;102180;114335;39384;Lateral
2023-03-29 09:20:00;102310;102145;102365;102145;136919;46008;Lateral
2023-03-29 09:25:00;102145;102235;102310;102135;115714;40917;Lateral
2023-03-29 09:30:00;102235;102160;102250;102160;61341;22924;Lateral
2023-03-29 09:35:00;102160;102095;102170;102050;136929;47230;Lateral
2023-03-29 09:40:00;102090;102135;102165;102060;119251;37862;Lateral
2023-03-29 09:45:00;102135;102140;102235;102060;153478;51656;Lateral
2023-03-29 09:50:00;102140;102195;102230;102095;91729;30895;Lateral
2023-03-29 09:55:00;102190;102295;102345;102130;190385;64117;Lateral
2023-03-29 10:00:00;102295;102065;102385;102010;376113;117769;Lateral
2023-03-29 10:05:00;102065;102010;102100;101950;192671;61600;Lateral
2023-03-29 10:10:00;102015;101805;102015;101725;259669;82196;Lateral
2023-03-29 10:15:00;101800;101790;101955;101670;276696;89893;Lateral
2023-03-29 10:20:00;101790;101570;101795;101545;278559;91000;Lateral
2023-03-29 10:25:00;101575;101670;101725;101460;291626;92733;Lateral
2023-03-29 10:30:00;101675;101315;101750;101280;382263;121571;Lateral
2023-03-29 10:35:00;101320;101385;101495;101235;267646;85934;Lateral
2023-03-29 10:40:00;101385;101640;101655;101330;212746;66014;Lateral
2023-03-29 10:45:00;101640;101710;101805;101480;304192;94360;Lateral
2023-03-29 10:50:00;101710;101670;101790;101580;217879;70193;Lateral
2023-03-29 10:55:00;101665;101715;101750;101605;124773;40886;Lateral
2023-03-29 11:00:00;101720;101875;101920;101715;211720;65010;Lateral
2023-03-29 11:05:00;101875;101900;102000;101780;194763;62991;Lateral
2023-03-29 11:10:00;101900;101860;101950;101810;130605;42929;Lateral
2023-03-29 11:15:00;101860;102055;102060;101810;157153;51928;Lateral
2023-03-29 11:20:00;102055;101885;102110;101880;173978;53113;Lateral
2023-03-29 11:25:00;101885;101820;101995;101750;220288;67569;Lateral
2023-03-29 11:30:00;101820;101925;101960;101795;123074;38655;Lateral
2023-03-29 11:35:00;101930;101935;101970;101810;122208;38048;Lateral
2023-03-29 11:40:00;101930;101770;101940;101760;145408;44327;Lateral
2023-03-29 11:45:00;101770;101645;101795;101540;260303;80898;Lateral
2023-03-29 11:50:00;101650;101825;101880;101650;158492;47890;Lateral
2023-03-29 11:55:00;101825;101770;101865;101740;88210;27423;Lateral
2023-03-30 09:00:00;103680;103720;103830;103570;87354;27213;Venda
2023-03-30 09:05:00;103720;103785;104030;103625;295087;111960;Venda
2023-03-30 09:10:00;103780;103735;103800;103655;94899;35580;Venda
2023-03-30 09:15:00;103735;103605;103760;103560;112562;46055;Venda
2023-03-30 09:20:00;103605;103815;103885;103595;157099;59900;Venda
2023-03-30 09:25:00;103815;103800;103950;103730;135037;49742;Venda
